,fnlwgt,marital-status,occupation,relationship,capital-loss,education-num,workclass,capital-gain,first_name,last_names
47066,175017,Divorced,?,Not-in-family,0,13,?,0,Barbara,Stone
47067,72506,Married-civ-spouse,Other-service,Wife,0,9,State-gov,0,Taylor,James
47068,193188,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-inc,0,Deborah,Gonzalez
47069,269474,Never-married,Farming-fishing,Own-child,0,9,Self-emp-not-inc,0,Marissa,Griffin
47070,295826,Divorced,Prof-specialty,Unmarried,1876,14,State-gov,0,Eugene,Allison
47071,207505,Married-civ-spouse,Prof-specialty,Husband,1977,16,State-gov,0,Roberta,Greene
47072,218490,Married-civ-spouse,Prof-specialty,Husband,2415,15,Self-emp-not-inc,0,Michelle,Allen
47073,97030,Divorced,Exec-managerial,Not-in-family,0,13,State-gov,0,Wendy,Ferguson
47074,622192,Married-civ-spouse,Other-service,Wife,0,10,Private,0,Heather,Hester
47075,45975,Married-civ-spouse,Sales,Husband,0,8,Private,0,Stephen,Rivera
47076,181015,Separated,Other-service,Unmarried,0,9,Private,0,John,Fitzgerald
47077,158294,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-inc,99999,Donald,Marquez
47078,215441,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Kimberly,Ferguson
47079,203924,Never-married,Adm-clerical,Not-in-family,0,10,Private,2597,Jamie,Stevens
47080,82098,Married-civ-spouse,Exec-managerial,Husband,0,9,Private,0,David,Young
47081,111939,Married-civ-spouse,Transport-moving,Husband,0,,Self-emp-not-inc,0,Wendy,Reynolds
47082,187693,Married-civ-spouse,Exec-managerial,Husband,0,11,Private,0,Morgan,Myers
47083,368925,Widowed,?,Not-in-family,0,3,?,0,Pamela,Valencia
47084,165278,Married-civ-spouse,Exec-managerial,Husband,0,11,Self-emp-not-inc,0,Philip,Ellis
47085,167309,Never-married,Adm-clerical,Not-in-family,0,13,Private,0,Brooke,Maxwell
47086,174748,Divorced,Exec-managerial,Unmarried,0,13,Private,7430,Janice,Carter
47087,177536,Divorced,Sales,Unmarried,0,10,Private,0,Leah,Mcgrath
47088,149184,Married-civ-spouse,Prof-specialty,Husband,1977,15,Private,0,Timothy,Davis
47089,190777,Married-civ-spouse,Sales,Husband,0,13,Private,0,Shelly,Bailey
47090,304949,Never-married,Prof-specialty,Own-child,0,10,Private,0,Barbara,Foster
47091,63910,Married-civ-spouse,Sales,Own-child,0,9,Private,0,Kristina,Lowe
47092,189123,Married-civ-spouse,Adm-clerical,Husband,1485,7,Private,0,Jorge,Mann
47093,225065,Separated,Other-service,Unmarried,0,13,Self-emp-not-inc,0,Robin,Wright
47094,58359,Married-civ-spouse,Exec-managerial,Husband,0,10,Self-emp-inc,15024,Becky,Rivera
47095,41591,Never-married,Craft-repair,Not-in-family,0,13,Self-emp-not-inc,0,Tony,Schwartz
47096,108256,Married-civ-spouse,Transport-moving,Husband,0,8,Private,0,Alexis,Cardenas
47097,141663,Married-civ-spouse,Adm-clerical,Husband,0,9,Private,0,Tara,Mitchell
47098,202344,Never-married,Other-service,Own-child,0,6,Private,0,Jacqueline,Arellano
47099,147202,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Stacy,Rodriguez
47100,32778,Widowed,Exec-managerial,Not-in-family,0,9,State-gov,0,Kaylee,Black
47101,196126,Separated,Craft-repair,Not-in-family,0,13,Private,0,Debra,Lane
47102,447488,Never-married,Machine-op-inspct,Other-relative,0,5,Private,0,Rhonda,Lee
47103,254025,Never-married,Exec-managerial,Own-child,0,10,Private,0,Gregory,Willis
47104,174201,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Trevor,Bryant
47105,176711,Married-civ-spouse,Farming-fishing,Husband,0,13,Private,0,Lindsay,Armstrong
47106,108594,Never-married,Craft-repair,Own-child,0,9,Private,0,Teresa,Bauer
47107,174995,Married-civ-spouse,?,Husband,0,9,?,0,Curtis,Hancock
47108,266400,Never-married,Prof-specialty,Own-child,0,10,Private,0,Cynthia,Rogers
47109,194580,Married-civ-spouse,Sales,Husband,0,,Private,0,Jacob,Tucker
47110,27184,Widowed,?,Unmarried,0,9,?,0,Arthur,Villegas
47111,255647,Married-civ-spouse,Other-service,Wife,0,9,Private,0,Kathleen,Cowan
47112,33404,Divorced,,Unmarried,0,9,,0,Suzanne,Thompson
47113,29087,Married-civ-spouse,Handlers-cleaners,Husband,0,4,Private,0,Jerome,Rice
47114,281565,Widowed,Other-service,Other-relative,0,9,Private,0,Christopher,Hess
47115,236543,Never-married,Craft-repair,Own-child,0,9,Private,0,Michelle,James
47116,166666,Never-married,Other-service,Not-in-family,0,10,Private,0,Cody,Scott
47117,279297,Never-married,Sales,Not-in-family,0,9,Private,0,Sharon,Martin
47118,34918,Never-married,Other-service,Unmarried,0,11,Self-emp-not-inc,0,Emily,Livingston
47119,210053,Never-married,Other-service,Not-in-family,0,10,Private,0,Mr.,David
47120,152617,Divorced,Exec-managerial,Unmarried,0,9,Private,0,Charles,Richards
47121,290763,Separated,Prof-specialty,Not-in-family,0,13,Private,0,Erica,Herrera
47122,183870,Married-civ-spouse,Transport-moving,Wife,0,,Self-emp-inc,0,Holly,Rodriguez
47123,243560,Never-married,Sales,Unmarried,0,10,Private,0,Mr.,Daniel
47124,187376,Separated,Adm-clerical,Not-in-family,0,12,Private,0,Tami,Reynolds
47125,184078,Never-married,Other-service,Other-relative,0,9,Private,0,Katherine,Ross
47126,32316,Widowed,Exec-managerial,Not-in-family,0,8,Self-emp-inc,0,Carla,Hardy
47127,217517,Married-civ-spouse,Transport-moving,Husband,0,11,Private,2885,Brandi,Moore
47128,497300,Never-married,Other-service,Unmarried,0,9,Private,0,Timothy,Stout
47129,194141,Divorced,Machine-op-inspct,Own-child,0,9,Private,0,Jason,Harmon
47130,180804,Married-civ-spouse,Exec-managerial,Husband,0,9,Self-emp-inc,0,Joseph,Vasquez
47131,261720,Never-married,Adm-clerical,Not-in-family,0,9,Private,0,Juan,Bass
47132,138719,Never-married,Sales,Own-child,0,7,Private,0,Mary,Maxwell
47133,184207,Never-married,Sales,Not-in-family,0,10,Private,0,Angela,Eaton
47134,99434,Married-civ-spouse,Other-service,Wife,0,9,Private,0,Isaac,Green
47135,229465,Married-civ-spouse,Prof-specialty,Husband,0,16,State-gov,0,Philip,Neal
47136,197496,Never-married,Adm-clerical,Own-child,0,13,Self-emp-inc,0,Joe,Crawford
47137,246212,Married-civ-spouse,Exec-managerial,Husband,0,14,Self-emp-not-inc,0,Morgan,Ewing
47138,220609,Divorced,Tech-support,Not-in-family,0,10,Private,0,Donna,Foley
47139,187167,Divorced,Exec-managerial,Not-in-family,0,10,Private,0,Kathryn,Stuart
47140,213385,Never-married,Adm-clerical,Not-in-family,0,9,Private,0,Tiffany,Ford
47141,355865,Married-civ-spouse,Exec-managerial,Husband,0,14,Private,0,Thomas,Francis
47142,224541,Married-civ-spouse,Craft-repair,Husband,0,5,Private,4386,Michele,James
47143,83953,Married-civ-spouse,Transport-moving,Husband,0,10,Private,0,William,Mcclure
47144,177420,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Jonathon,Anderson
47145,228516,Married-spouse-absent,Craft-repair,Not-in-family,0,9,Private,0,Stephanie,Fowler
47146,34816,Married-civ-spouse,Adm-clerical,Wife,0,11,Private,0,Michelle,Cruz
47147,235307,Married-civ-spouse,Prof-specialty,Husband,0,12,Self-emp-inc,0,Mark,Martinez
47148,126613,Never-married,Other-service,Not-in-family,0,,Private,0,Crystal,Pena
47149,105475,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Joshua,Kim
47150,272671,Divorced,Sales,Own-child,0,13,Private,0,Nathan,Holden
47151,455379,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Stephen,Paul
47152,144169,Married-civ-spouse,Sales,Husband,0,9,Private,0,Carolyn,Salas
47153,261259,Never-married,Handlers-cleaners,Own-child,0,10,Private,0,Samuel,Keith
47154,237620,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Lisa,Mccormick
47155,31221,Divorced,Other-service,Unmarried,0,9,Private,0,Melinda,Berry
47156,60722,Divorced,Exec-managerial,Not-in-family,0,10,Private,0,Teresa,Pham
47157,121407,Never-married,Other-service,Own-child,0,11,Private,0,Rebecca,Mcdaniel
47158,237532,Married-civ-spouse,Sales,Wife,0,9,Self-emp-not-inc,0,Spencer,Wagner
47159,588905,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Mark,Sanders
47160,241895,Married-civ-spouse,Adm-clerical,Husband,0,9,Federal-gov,0,Katherine,Leon
47161,209280,Divorced,Other-service,Unmarried,0,9,Private,0,Charles,Sanchez
47162,198270,Divorced,Other-service,Not-in-family,0,10,Private,0,Aaron,Henderson
47163,78374,Never-married,?,Other-relative,0,9,?,0,Mrs.,Sandra
47164,182274,Separated,Other-service,Own-child,0,9,Private,0,Nicole,White
47165,189407,Married-civ-spouse,Sales,Husband,0,9,Private,0,Gregory,Ortiz
47166,111961,Married-civ-spouse,Other-service,Wife,0,9,Private,0,Kim,Bradshaw
47167,41938,Married-civ-spouse,Prof-specialty,Wife,0,13,Self-emp-not-inc,0,Edward,Sharp
47168,105444,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Sonia,Brady
47169,124436,Married-civ-spouse,Prof-specialty,Wife,0,10,Private,0,Kevin,Snyder
47170,292264,Never-married,Craft-repair,Not-in-family,0,9,Private,0,Stephanie,Carter
47171,306473,Married-civ-spouse,Transport-moving,Husband,0,12,State-gov,0,Frederick,Williams
47172,644278,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Patricia,Ward
47173,136331,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Angela,Espinoza
47174,207267,Separated,Other-service,Unmarried,0,6,Private,3418,Karina,Jackson
47175,132529,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Andrew,Sweeney
47176,117816,Divorced,Handlers-cleaners,Other-relative,0,4,Private,0,Thomas,Hill
47177,46097,Married-civ-spouse,Prof-specialty,Husband,0,13,Local-gov,0,Julia,Blevins
47178,358382,Never-married,Other-service,Not-in-family,0,9,Private,0,April,Cook
47179,111676,Never-married,Other-service,Not-in-family,0,10,Private,0,Judith,Cooley
47180,156843,Never-married,Prof-specialty,Not-in-family,1564,14,Private,0,Erin,Cantrell
47181,96129,Married-civ-spouse,Sales,Husband,0,9,Private,0,Lisa,Weber
47182,139031,Widowed,Prof-specialty,Not-in-family,0,9,Private,0,Shirley,Barrett
47183,497414,Never-married,,Not-in-family,0,4,,0,Timothy,Cook
47184,182677,Married-spouse-absent,Craft-repair,Not-in-family,0,9,Self-emp-not-inc,0,Misty,Lee
47185,112497,Married-civ-spouse,Craft-repair,Other-relative,0,9,Self-emp-not-inc,0,Kaitlin,Parker
47186,200834,Married-civ-spouse,Exec-managerial,Husband,0,14,Private,0,Christopher,Moreno
47187,172962,Married-civ-spouse,Prof-specialty,Husband,0,16,State-gov,0,Teresa,Gomez
47188,251396,Married-civ-spouse,Exec-managerial,Husband,0,12,Private,0,Lori,Barnes
47189,222756,Married-civ-spouse,Exec-managerial,Husband,2002,12,Private,0,Karen,Jensen
47190,143766,Never-married,Machine-op-inspct,Own-child,0,10,Private,0,John,Guzman
47191,340580,Married-civ-spouse,,Husband,0,9,,0,Maria,Valdez
47192,118479,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Garrett,Glenn
47193,137606,Married-civ-spouse,Transport-moving,Husband,0,9,Private,5013,Lisa,Lynch
47194,120277,Never-married,Handlers-cleaners,Own-child,0,9,Private,0,Frank,Williams
47195,191277,Married-civ-spouse,Exec-managerial,Husband,0,10,Self-emp-inc,15024,Cassandra,Kaufman
47196,180859,Never-married,Craft-repair,Own-child,0,10,Self-emp-not-inc,0,Michael,Phillips
47197,147098,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Craig,Hull
47198,222011,Divorced,Prof-specialty,Unmarried,0,14,Private,0,Julia,Sanchez
47199,33157,Married-civ-spouse,Exec-managerial,Husband,0,10,Private,0,Ryan,Castillo
47200,129529,Divorced,Machine-op-inspct,Not-in-family,0,9,Private,0,Tyler,Jackson
47201,299831,Divorced,Adm-clerical,Unmarried,880,10,Federal-gov,0,Melvin,Jones
47202,119164,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Kristen,Schroeder
47203,202102,Never-married,Sales,Not-in-family,0,9,Private,0,Beth,Hughes
47204,165681,Married-civ-spouse,Craft-repair,Husband,0,10,Private,0,Mark,Holt
47205,108907,Divorced,Craft-repair,Not-in-family,0,9,Private,0,Alice,Fleming
47206,341504,Never-married,Adm-clerical,Unmarried,0,10,Private,0,Manuel,Owen
47207,340458,Divorced,Machine-op-inspct,Unmarried,0,9,Private,0,Tiffany,White
47208,182158,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-inc,99999,Kathleen,Tucker
47209,101475,Widowed,Prof-specialty,Not-in-family,0,12,State-gov,0,Elizabeth,Solomon
47210,164488,Never-married,Exec-managerial,Not-in-family,0,13,Private,0,Michael,Jimenez
47211,61777,Married-civ-spouse,Sales,Husband,0,13,Private,2580,Donna,Mann
47212,163948,Married-civ-spouse,Sales,Husband,0,14,Private,0,Linda,Pollard
47213,454024,Married-civ-spouse,Other-service,Other-relative,0,9,Private,0,Isaiah,Jones
47214,233624,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Robert,Stevenson
47215,437890,Never-married,Exec-managerial,Unmarried,0,9,State-gov,0,Janet,Chavez
47216,332409,Married-civ-spouse,Craft-repair,Husband,0,11,Private,0,Amy,Johnson
47217,89534,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Olivia,Mata
47218,431245,Married-civ-spouse,Transport-moving,Husband,0,10,Private,0,Robert,Gonzales
47219,190015,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Johnny,Miller
47220,137363,Never-married,?,Own-child,0,10,?,0,Jacob,Rose
47221,191103,Never-married,Craft-repair,Not-in-family,0,9,Private,0,Shawn,Rhodes
47222,164526,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Gabriel,Roberts
47223,283338,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-inc,7298,Gary,Buckley
47224,105614,Married-civ-spouse,Machine-op-inspct,Husband,0,6,Private,0,Samantha,Jennings
47225,236985,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Jimmy,Brown
47226,111994,Divorced,Adm-clerical,Unmarried,0,10,State-gov,0,Kenneth,Henderson
47227,157686,Married-civ-spouse,Exec-managerial,Husband,0,10,Self-emp-not-inc,0,Timothy,Graves
47228,116613,Married-civ-spouse,Other-service,Wife,0,10,Self-emp-not-inc,0,Julia,Ayers
47229,61885,Married-civ-spouse,Prof-specialty,Husband,0,9,Self-emp-inc,0,Edward,Dennis
47230,275300,Married-civ-spouse,Craft-repair,Husband,0,9,State-gov,0,Robert,Barron
47231,141326,Divorced,Prof-specialty,Not-in-family,0,11,Self-emp-inc,0,Austin,Stafford
47232,111377,Married-civ-spouse,Exec-managerial,Husband,0,10,Private,0,Jordan,Gonzalez
47233,186144,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Erin,Elliott
47234,209205,Married-civ-spouse,Craft-repair,Husband,0,10,Self-emp-not-inc,7298,Michele,Bell
47235,441227,Married-civ-spouse,Transport-moving,Husband,0,,Private,0,John,Reeves
47236,111502,Married-civ-spouse,Sales,Wife,0,,Private,0,Oscar,Harrison
47237,343646,Divorced,Protective-serv,Not-in-family,0,13,State-gov,0,Mary,Wolfe
47238,40767,Married-civ-spouse,Craft-repair,Husband,0,10,Self-emp-inc,0,Emily,Moran
47239,167581,Never-married,Adm-clerical,Other-relative,0,13,State-gov,0,Michael,Garrison
47240,156797,Divorced,Machine-op-inspct,Not-in-family,0,10,Private,0,Penny,Wheeler
47241,27242,Married-civ-spouse,Craft-repair,Husband,0,12,Private,0,Edward,Scott
47242,461715,Divorced,Sales,Unmarried,0,9,Private,0,Joshua,Weber
47243,336707,Separated,Craft-repair,Not-in-family,0,11,Private,0,Barbara,Bell
47244,124330,Married-civ-spouse,Sales,Wife,0,10,Self-emp-inc,0,Nicholas,Willis
47245,55363,Married-civ-spouse,Prof-specialty,Husband,0,14,Local-gov,0,Dominique,Carter
47246,161240,Married-civ-spouse,Craft-repair,Husband,0,11,Private,0,Alyssa,George
47247,267181,Never-married,Other-service,Own-child,0,10,Private,0,Justin,Schultz
47248,187686,Divorced,Adm-clerical,Not-in-family,0,9,State-gov,0,Jaime,Roberts
47249,108038,Divorced,Prof-specialty,Not-in-family,0,14,Private,0,Andrew,Carlson
47250,34102,Never-married,Other-service,Not-in-family,0,9,Self-emp-not-inc,0,Miranda,Miller
47251,27763,Married-civ-spouse,Other-service,Husband,0,9,Local-gov,0,Teresa,Williamson
47252,68895,Never-married,Adm-clerical,Not-in-family,0,9,Private,0,Cody,Wilson
47253,55139,Never-married,Farming-fishing,Not-in-family,0,9,Private,0,Kelly,Johnson
47254,110749,Divorced,Exec-managerial,Not-in-family,0,9,Private,0,Ronald,Prince
47255,135162,Never-married,Adm-clerical,Own-child,0,10,State-gov,0,Melissa,Jackson
47256,102988,Married-civ-spouse,Prof-specialty,Husband,0,14,Private,0,Stephanie,Mills
47257,23780,Married-spouse-absent,?,Other-relative,0,14,?,0,Brent,Scott
47258,257017,Never-married,Other-service,Other-relative,0,11,Private,0,Cassandra,Brown
47259,281739,Never-married,Adm-clerical,Not-in-family,0,10,Federal-gov,13550,Barbara,Newton
47260,156873,Married-civ-spouse,Protective-serv,Husband,0,7,Private,0,Rachel,Anthony
47261,178748,Married-civ-spouse,Craft-repair,Husband,0,2,Self-emp-not-inc,0,Christina,Jefferson
47262,220454,Never-married,Machine-op-inspct,Own-child,0,9,Private,0,Ian,Phelps
47263,170482,Married-civ-spouse,Protective-serv,Husband,2057,9,Local-gov,0,Sandy,Rivera
47264,239755,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Allison,Nichols
47265,198286,Never-married,Other-service,Not-in-family,0,10,Private,0,Jonathan,Romero
47266,369678,Never-married,?,Not-in-family,0,9,?,0,Timothy,Hughes
47267,132191,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Gabriel,Zimmerman
47268,62165,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-not-inc,0,Frederick,Hughes
47269,109165,Married-civ-spouse,Craft-repair,Husband,0,10,Private,0,Rebecca,Holt
47270,552529,Married-civ-spouse,Machine-op-inspct,Wife,0,9,Private,0,Alicia,Rowland
47271,111567,Married-civ-spouse,Tech-support,Husband,0,9,Private,0,Annette,Peterson
47272,118261,Divorced,Prof-specialty,Unmarried,0,11,Local-gov,0,Jordan,Garcia
47273,180284,Married-civ-spouse,Craft-repair,Husband,0,6,Private,0,Mark,Trujillo
47274,198068,Married-civ-spouse,Prof-specialty,Husband,0,15,Private,0,Angela,Jefferson
47275,157786,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Melissa,Montes
47276,173542,Divorced,Adm-clerical,Unmarried,0,9,Local-gov,0,Adam,Campbell
47277,196707,Married-civ-spouse,Sales,Husband,0,14,Private,0,John,Grant
47278,199590,Married-civ-spouse,Machine-op-inspct,Husband,0,3,Private,0,Morgan,Thomas
47279,277695,Never-married,Farming-fishing,Other-relative,0,5,Private,0,Monica,Anderson
47280,391074,Never-married,Handlers-cleaners,Own-child,0,6,Local-gov,0,Joe,Steele
47281,210310,Married-civ-spouse,Sales,Husband,0,9,Private,0,Thomas,Pittman
47282,188569,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Jessica,Fox
47283,106982,Divorced,Prof-specialty,Unmarried,0,10,Federal-gov,0,Steven,Campos
47284,239877,Never-married,Adm-clerical,Not-in-family,0,13,Private,0,Elizabeth,Acosta
47285,323269,Married-civ-spouse,Other-service,Wife,0,10,Private,0,Karen,Mccormick
47286,169104,Never-married,Sales,Own-child,0,10,Private,0,Hannah,Mann
47287,363405,Married-civ-spouse,Tech-support,Wife,0,13,Self-emp-not-inc,0,Timothy,Ferguson
47288,131088,Married-civ-spouse,Exec-managerial,Husband,0,10,Private,0,Earl,Stephenson
47289,137895,Never-married,Handlers-cleaners,Own-child,0,10,Private,0,Jacob,Soto
47290,101950,Never-married,Exec-managerial,Not-in-family,0,13,State-gov,0,Christian,Long
47291,68898,Divorced,Tech-support,Not-in-family,2444,11,State-gov,0,Kenneth,Cook
47292,213095,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Antonio,Rodriguez
47293,55139,Married-civ-spouse,Exec-managerial,Husband,0,14,Self-emp-inc,0,Erin,Johnson
47294,137991,Married-AF-spouse,Sales,Wife,0,10,Private,0,John,Alexander
47295,261119,Divorced,Craft-repair,Unmarried,0,9,Self-emp-not-inc,0,Margaret,Baker
47296,154035,Widowed,Handlers-cleaners,Other-relative,0,9,Private,0,Debra,Wright
47297,706180,Divorced,Sales,Unmarried,0,13,Private,0,Brian,Dennis
47298,55465,Never-married,Machine-op-inspct,Own-child,0,6,Private,0,Kelly,Blackwell
47299,176904,Married-civ-spouse,Handlers-cleaners,Husband,0,7,Private,0,Samantha,Leonard
47300,212588,Married-civ-spouse,Handlers-cleaners,Husband,0,10,Private,0,Derek,Freeman
47301,366533,Never-married,Adm-clerical,Not-in-family,0,10,Federal-gov,0,Nichole,Lee
47302,29075,Married-civ-spouse,Prof-specialty,Wife,0,12,Local-gov,0,Mr.,Benjamin
47303,253116,Never-married,Prof-specialty,Not-in-family,0,13,Local-gov,0,Jasmine,Bennett
47304,176279,Widowed,Adm-clerical,Unmarried,0,10,Private,0,Craig,Holt
47305,207817,Never-married,Other-service,Not-in-family,0,9,Private,0,Joshua,Hoover
47306,175456,Married-civ-spouse,Farming-fishing,Husband,0,10,Self-emp-not-inc,0,Stephen,Allen
47307,419658,Never-married,Other-service,Own-child,0,9,Private,0,Zachary,Farmer
47308,103024,Divorced,Tech-support,Not-in-family,0,9,Private,0,Crystal,Gill
47309,180572,Never-married,Prof-specialty,Not-in-family,0,13,Local-gov,0,Scott,Hines
47310,84179,Never-married,Handlers-cleaners,Not-in-family,0,9,Private,0,Travis,Nguyen
47311,141918,Never-married,Handlers-cleaners,Own-child,0,9,Private,0,Catherine,Graves
47312,443546,Never-married,Handlers-cleaners,Own-child,0,9,Private,0,Brandy,Scott
47313,170354,Married-civ-spouse,Adm-clerical,Husband,0,10,Federal-gov,0,Kendra,Griffin
47314,113513,Married-civ-spouse,Farming-fishing,Husband,0,13,Self-emp-not-inc,0,Cory,Meadows
47315,341709,Never-married,Craft-repair,Not-in-family,0,9,Federal-gov,0,Terri,Knight
47316,105592,Married-civ-spouse,Transport-moving,Husband,0,4,Self-emp-not-inc,0,Alejandra,Wells
47317,270194,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Melissa,Bond
47318,112271,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Brenda,Silva
47319,215790,Widowed,Adm-clerical,Other-relative,0,10,Private,0,Samuel,Jones
47320,36023,Married-spouse-absent,Transport-moving,Not-in-family,0,9,Private,0,Shelly,Ayers
47321,128538,Never-married,?,Own-child,0,10,?,0,Dr.,Douglas
47322,37250,Never-married,Prof-specialty,Own-child,0,13,State-gov,0,Christian,Smith
47323,316304,Never-married,Farming-fishing,Own-child,0,10,Private,0,Charles,West
47324,344719,Married-civ-spouse,?,Wife,0,9,?,0,Crystal,Miller
47325,136862,Never-married,Other-service,Other-relative,0,2,Private,0,Jennifer,Carney
47326,69867,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Jennifer,Grant
47327,204322,Married-civ-spouse,Transport-moving,Husband,0,9,Self-emp-not-inc,0,Kevin,Bailey
47328,149168,Married-civ-spouse,Farming-fishing,Husband,0,9,Self-emp-not-inc,0,Denise,Mcpherson
47329,71864,Never-married,Craft-repair,Own-child,0,10,Private,0,Megan,Davis
47330,179534,Widowed,Handlers-cleaners,Unmarried,0,7,Private,0,Gregory,Gonzalez
47331,39615,Never-married,Craft-repair,Own-child,0,10,Private,0,Sharon,Trevino
47332,168187,Never-married,Other-service,Other-relative,0,10,Private,4416,Brendan,Contreras
47333,122540,Never-married,Craft-repair,Other-relative,0,10,State-gov,0,Kyle,Rodriguez
47334,292639,Married-civ-spouse,Exec-managerial,Wife,0,10,Private,10566,Mark,Booker
47335,210474,Never-married,Other-service,Own-child,0,10,Private,0,Michele,Carpenter
47336,290124,Married-civ-spouse,Machine-op-inspct,Husband,0,3,Private,0,Craig,Tran
47337,109881,Never-married,Other-service,Own-child,0,13,Private,0,Elizabeth,Martin
47338,150125,Divorced,Other-service,Unmarried,0,12,Private,0,Mark,Everett
47339,52765,Divorced,Other-service,Unmarried,0,5,Federal-gov,0,Dr.,Stacy
47340,139753,Married-spouse-absent,Adm-clerical,Not-in-family,0,13,Private,0,Andrew,Hernandez
47341,294907,Married-civ-spouse,Machine-op-inspct,Husband,0,3,Private,0,Lisa,Jordan
47342,193050,Divorced,Adm-clerical,Unmarried,0,,Private,0,Ashley,Friedman
47343,50018,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Teresa,Montes
47344,211051,Never-married,Handlers-cleaners,Own-child,0,13,Private,0,Cody,Baker
47345,344572,Divorced,Exec-managerial,Not-in-family,0,9,Private,0,Emily,Mahoney
47346,99408,Divorced,Adm-clerical,Own-child,0,10,Private,0,Justin,Kim
47347,37331,Married-civ-spouse,?,Husband,0,9,?,0,Laura,Henderson
47348,69235,Married-civ-spouse,Prof-specialty,Husband,0,15,Private,0,Maxwell,Martin
47349,120131,Married-civ-spouse,Exec-managerial,Husband,0,4,Self-emp-inc,0,Antonio,Cunningham
47350,254767,Married-civ-spouse,Farming-fishing,Husband,0,4,Private,2105,Brenda,Dodson
47351,174865,Married-civ-spouse,Exec-managerial,Husband,0,5,Private,0,Samantha,Schroeder
47352,192286,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Hannah,Howard
47353,302406,Never-married,Prof-specialty,Not-in-family,0,15,Private,0,Dr.,Bobby
47354,203488,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,15024,Jessica,Williams
47355,243322,Married-spouse-absent,Transport-moving,Not-in-family,0,9,Private,0,Nicole,Frederick
47356,31053,Divorced,Exec-managerial,Unmarried,0,9,Private,0,Theresa,Raymond
47357,119793,Never-married,Sales,Other-relative,0,10,Private,0,Catherine,Guzman
47358,237995,Divorced,Machine-op-inspct,Not-in-family,0,11,Private,0,Rhonda,Mullins
47359,203258,Never-married,Other-service,Not-in-family,0,9,Private,0,Ronnie,Randall
47360,99364,Married-civ-spouse,Machine-op-inspct,Husband,0,5,Private,0,Keith,Esparza
47361,370549,Married-civ-spouse,Sales,Wife,0,10,Private,0,Daniel,Knox
47362,183892,Divorced,Transport-moving,Not-in-family,0,9,Private,8614,Erica,Mcgee
47363,48935,Married-civ-spouse,Prof-specialty,Wife,0,13,Private,0,Cynthia,James
47364,182574,Widowed,Adm-clerical,Not-in-family,0,10,Private,991,Elizabeth,Rose
47365,188877,Divorced,?,Not-in-family,0,5,?,0,Richard,Ross
47366,332884,Married-civ-spouse,,Husband,0,,,0,Kathleen,Castro
47367,105266,Married-civ-spouse,Transport-moving,Husband,0,10,Local-gov,0,Joseph,Carroll
47368,29261,Married-AF-spouse,Craft-repair,Husband,0,9,Private,0,Emily,Hayden
47369,259352,Never-married,Sales,Not-in-family,0,9,Private,0,Randall,Robinson
47370,155489,Married-civ-spouse,Craft-repair,Husband,0,13,Private,0,Nancy,Marquez
47371,117363,Never-married,Other-service,Not-in-family,0,13,Private,0,Jared,Ward
47372,166149,Widowed,Adm-clerical,Not-in-family,2206,,Private,0,George,Morgan
47373,224910,Never-married,Machine-op-inspct,Not-in-family,0,9,Private,0,April,Romero
