,age,education,race,sex,hours-per-week,native-country,salary,first_name,last_names
44509,44,Bachelors,White,Male,80,United-States,<=50K,Matthew,Stewart
44510,26,Bachelors,Black,Male,40,United-States,>50K,Crystal,Welch
44511,22,Bachelors,Asian-Pac-Islander,Male,40,India,<=50K.,Samuel,Craig
44512,43,11th,Black,Male,40,United-States,<=50K.,Jason,Mcdaniel
44513,25,HS-grad,White,Male,50,United-States,<=50K,Susan,Thornton
44514,26,HS-grad,White,Male,40,?,<=50K,Benjamin,Adams
44515,27,HS-grad,Black,Male,80,United-States,>50K,Travis,Perry
44516,63,Some-college,White,Male,50,United-States,<=50K,Joseph,Mcpherson
44517,55,12,Black,Female,30,United-States,<=50K,Adam,Oliver
44518,31,Bachelors,White,Female,40,United-States,<=50K.,Patricia,Wright
44519,42,Assoc-acdm,White,Male,40,United-States,<=50K,Jennifer,Kennedy
44520,33,HS-grad,White,Male,35,United-States,<=50K,Daryl,Beard
44521,54,Some-college,White,Male,40,United-States,>50K.,Catherine,Manning
44522,20,Some-college,Black,Female,20,United-States,<=50K,Gregory,West
44523,21,HS-grad,White,Male,35,United-States,<=50K,William,Reeves
44524,41,Assoc-acdm,Black,Male,50,United-States,>50K,Peter,Roberts
44525,24,HS-grad,White,Male,42,United-States,<=50K,Benjamin,Grant
44526,38,Bachelors,White,Male,60,United-States,<=50K,Samantha,Russo
44527,32,Assoc-voc,White,Female,40,United-States,<=50K,Richard,Higgins
44528,30,Masters,White,Male,60,United-States,>50K,Justin,Meyers
44529,33,Some-college,White,Male,60,?,<=50K,William,Hood
44530,53,Masters,White,Male,40,United-States,>50K.,Stephanie,Neal
44531,47,Assoc-voc,White,Female,40,United-States,<=50K,Andrew,Tyler
44532,33,HS-grad,White,Male,60,United-States,<=50K,Christopher,Murphy
44533,18,Some-college,Other,Female,25,United-States,<=50K.,Cindy,Beck
44534,43,Masters,White,Male,40,United-States,>50K,Cynthia,Casey
44535,51,Some-college,White,Female,40,United-States,<=50K,Tanya,Fuller
44536,53,HS-grad,Black,Male,40,United-States,<=50K,Tina,Caldwell
44537,79,HS-grad,White,Male,40,United-States,>50K,Nathan,Mccall
44538,26,HS-grad,White,Male,25,United-States,<=50K,Paul,Stanley
44539,53,Bachelors,White,Female,45,Mexico,<=50K,Sara,Soto
44540,43,HS-grad,White,Female,40,United-States,<=50K,Gregory,Vazquez
44541,33,HS-grad,White,Female,40,United-States,<=50K,Rachel,Kemp
44542,56,HS-grad,White,Male,50,Canada,>50K,Richard,Walls
44543,43,Some-college,White,Female,50,United-States,<=50K.,Christine,Roy
44544,25,HS-grad,White,Male,40,United-States,<=50K,Kimberly,Gray
44545,30,HS-grad,White,Male,40,United-States,<=50K,Dennis,Alexander
44546,35,Assoc-voc,White,Male,48,United-States,>50K.,Carol,Gutierrez
44547,33,Assoc-acdm,White,Female,40,United-States,<=50K,Tiffany,Sanders
44548,19,11th,White,Male,24,United-States,<=50K,Hailey,Mckenzie
44549,31,Assoc-voc,White,Male,40,United-States,>50K,Martha,Nguyen
44550,37,,White,Male,40,United-States,<=50K,Zachary,Alvarez
44551,40,HS-grad,White,Male,45,United-States,>50K.,Nicholas,Mueller
44552,52,Masters,White,Female,55,,<=50K.,Lori,Gardner
44553,31,11th,White,Male,40,Puerto-Rico,<=50K.,Craig,Daniels
44554,34,Some-college,Black,Male,40,United-States,>50K,Travis,Baker
44555,26,Some-college,White,Male,24,United-States,<=50K,James,Kelly
44556,34,Assoc-voc,White,Female,20,United-States,<=50K,Bryan,White
44557,41,HS-grad,White,Female,40,United-States,<=50K,Johnny,Powell
44558,61,HS-grad,White,Male,45,United-States,<=50K,Pamela,Mcpherson
44559,44,Some-college,White,Male,42,United-States,<=50K,Paul,Smith
44560,73,Assoc-voc,White,Female,32,United-States,<=50K,Timothy,Thornton
44561,37,Some-college,White,Male,43,United-States,<=50K,Lindsey,Robinson
44562,58,Assoc-voc,White,Male,40,United-States,>50K,Christopher,Bennett
44563,44,Some-college,White,Female,40,United-States,<=50K,John,Warner
44564,19,12th,White,Female,30,United-States,<=50K,Alicia,Griffin
44565,42,,White,Male,40,Mexico,<=50K.,Donald,Sanchez
44566,37,HS-grad,White,Male,40,United-States,>50K,Ann,Mills
44567,50,Assoc-voc,Asian-Pac-Islander,Male,38,United-States,>50K.,Timothy,Williamson
44568,25,Bachelors,White,Female,40,United-States,<=50K,Mary,Maldonado
44569,35,Assoc-voc,White,Male,42,United-States,>50K.,Morgan,Parker
44570,19,HS-grad,White,Female,40,United-States,<=50K,Christian,Marshall
44571,33,HS-grad,Black,Male,40,United-States,<=50K.,Peter,Banks
44572,59,9th,White,Male,40,United-States,>50K.,Leah,Brandt
44573,42,Some-college,White,Male,55,United-States,>50K,Veronica,Green
44574,57,Some-college,White,Male,40,United-States,<=50K,Alison,Campos
44575,40,Prof-school,White,Male,50,United-States,>50K.,Cynthia,Krause
44576,44,Some-college,White,Male,55,United-States,>50K.,James,Peterson
44577,20,Some-college,White,Male,12,United-States,<=50K,Alexis,Warner
44578,47,HS-grad,White,Male,40,United-States,>50K,Sandra,Lloyd
44579,26,HS-grad,Black,Female,40,United-States,<=50K,Rebecca,Burns
44580,32,HS-grad,White,Male,60,United-States,>50K,Lisa,Mcgee
44581,23,Some-college,White,Male,30,United-States,<=50K,Jody,Ramirez
44582,41,Doctorate,White,Male,55,United-States,>50K,Sandra,Watson
44583,34,Assoc-voc,White,Female,40,United-States,<=50K,Maria,Cervantes
44584,43,Bachelors,White,Female,60,United-States,>50K.,Jesse,Turner
44585,26,Some-college,White,Female,40,United-States,<=50K,Allen,Zimmerman
44586,39,Some-college,Asian-Pac-Islander,Male,84,United-States,>50K,Amy,Harding
44587,26,Bachelors,White,Female,50,United-States,<=50K.,John,Larson
44588,24,Bachelors,White,Female,40,United-States,<=50K,Katie,Lee
44589,46,Some-college,White,Female,48,United-States,<=50K,Nicholas,Robertson
44590,36,HS-grad,White,Male,40,United-States,<=50K.,Kathryn,Vaughn
44591,36,Masters,White,Male,43,United-States,>50K.,Catherine,Finley
44592,32,Bachelors,White,Male,60,United-States,<=50K,Mr.,Andrew
44593,24,Bachelors,White,Male,60,United-States,<=50K,Tanya,Hernandez
44594,68,HS-grad,White,Male,65,United-States,<=50K.,Mrs.,Brandi
44595,41,Bachelors,White,Male,40,United-States,<=50K,Hector,Taylor
44596,30,HS-grad,White,Male,41,United-States,<=50K,Lauren,Irwin
44597,39,Masters,White,Female,50,United-States,<=50K.,Hayden,Bell
44598,34,HS-grad,White,Male,40,United-States,>50K,Richard,Hall
44599,56,10th,White,Male,60,United-States,<=50K,Roberto,Hurley
44600,38,HS-grad,White,Male,40,United-States,<=50K.,Samantha,Orozco
44601,33,HS-grad,White,Male,43,United-States,<=50K.,Carolyn,Mathis
44602,33,Some-college,White,Male,20,United-States,<=50K.,Carol,Webster
44603,57,Some-college,White,Male,60,United-States,>50K.,Corey,Morris
44604,51,Some-college,White,Male,40,United-States,<=50K,Paul,Thomas
44605,28,Bachelors,White,Male,40,United-States,>50K,Brittany,Chen
44606,40,Masters,White,Male,50,United-States,>50K,Clarence,Willis
44607,27,Assoc-voc,White,Male,40,United-States,<=50K,Jesus,Walker
44608,46,Bachelors,White,Male,40,United-States,>50K.,Stephanie,Morris
44609,52,9,White,Male,40,United-States,>50K.,Mike,Adams
44610,22,10th,White,Female,40,United-States,<=50K,Rebecca,Wallace
44611,29,Masters,White,Female,40,United-States,<=50K.,Joseph,Avila
44612,46,HS-grad,Black,Male,40,United-States,>50K.,Susan,Patterson
44613,51,Some-college,White,Female,40,Italy,<=50K,Jennifer,Mcmahon
44614,41,HS-grad,Black,Female,40,United-States,<=50K.,Monica,Sloan
44615,52,Bachelors,White,Male,40,United-States,<=50K,Ronald,Abbott
44616,32,Some-college,Black,Female,40,United-States,<=50K,Andrew,Walker
44617,55,HS-grad,White,Female,37,United-States,<=50K,Mark,Graham
44618,29,HS-grad,White,Male,48,United-States,<=50K,Jack,Perry
44619,19,Some-college,White,Male,15,United-States,<=50K,Stephanie,Watkins
44620,48,HS-grad,White,Male,48,United-States,<=50K.,Bethany,Smith
44621,22,Some-college,White,Female,22,United-States,<=50K.,Sarah,Gould
44622,65,7th-8th,White,Male,40,United-States,<=50K.,Rebecca,Peck
44623,47,Bachelors,White,Male,44,United-States,<=50K.,Tammy,Moore
44624,40,HS-grad,White,Female,38,United-States,<=50K,Maurice,Taylor
44625,28,HS-grad,White,Male,40,United-States,<=50K,Michael,Meyer
44626,44,Some-college,Black,Female,40,United-States,<=50K,John,Harmon
44627,29,HS-grad,White,Male,50,United-States,<=50K,Sarah,Mitchell
44628,31,Doctorate,White,Female,90,United-States,<=50K,Stephanie,Foster
44629,41,Some-college,White,Male,40,United-States,<=50K,Richard,Martinez
44630,50,Assoc-acdm,White,Male,60,United-States,<=50K,Benjamin,Fernandez
44631,21,Some-college,White,Male,40,United-States,<=50K,William,Robinson
44632,63,9,White,Male,25,United-States,<=50K,Veronica,Anderson
44633,28,Assoc-acdm,White,Female,40,United-States,>50K,David,Espinoza
44634,44,HS-grad,White,Male,50,United-States,<=50K,Cassandra,Sexton
44635,61,HS-grad,White,Female,82,United-States,<=50K,Billy,Callahan
44636,34,Some-college,White,Male,50,United-States,<=50K.,Carrie,Wood
44637,55,HS-grad,White,Male,40,Poland,<=50K,Luis,Price
44638,18,11th,Amer-Indian-Eskimo,Female,25,United-States,<=50K,Amanda,Gill
44639,21,Assoc-acdm,Black,Female,40,United-States,<=50K.,William,Cherry
44640,25,Bachelors,White,Male,40,United-States,>50K.,Zachary,Padilla
44641,17,10th,White,Male,15,United-States,<=50K.,Caleb,Martin
44642,43,Some-college,White,Male,40,United-States,>50K,Sarah,Doyle
44643,20,11th,White,Male,40,United-States,<=50K,Morgan,Neal
44644,25,Bachelors,White,Male,30,United-States,<=50K,Natalie,Cole
44645,35,,Black,Female,40,United-States,<=50K.,Jonathon,Wise
44646,53,Bachelors,Asian-Pac-Islander,Male,50,India,>50K,Donna,Mckinney
44647,27,Some-college,White,Female,40,United-States,<=50K,Leslie,Garner
44648,54,5th-6th,White,Male,40,United-States,>50K,Hannah,Harris
44649,32,5th-6th,White,Male,40,El-Salvador,<=50K,Mrs.,Karen
44650,57,Some-college,White,Male,60,United-States,>50K,Amber,Flynn
44651,35,Bachelors,White,Male,60,United-States,<=50K,Daniel,Williams
44652,19,HS-grad,White,Male,53,Yugoslavia,<=50K.,Michelle,Stewart
44653,32,Assoc-voc,White,Female,43,United-States,<=50K.,Christopher,Wall
44654,24,Some-college,Black,Male,40,Jamaica,<=50K,Vanessa,Woods
44655,51,Assoc-voc,White,Female,40,United-States,<=50K.,Brett,Foster
44656,46,HS-grad,White,Male,41,United-States,>50K.,Todd,Griffith
44657,40,Prof-school,White,Female,40,Cuba,<=50K,Albert,Hines
44658,41,Bachelors,Black,Female,35,Haiti,>50K,Ethan,Brooks
44659,20,HS-grad,White,Male,30,Nicaragua,<=50K,Michelle,Padilla
44660,17,10th,White,Male,35,United-States,<=50K.,Oscar,Smith
44661,33,HS-grad,White,Male,50,United-States,>50K,Jeffrey,Barber
44662,24,Some-college,White,Female,40,United-States,<=50K,Alexandra,Roman
44663,64,Masters,White,Male,40,United-States,<=50K.,Brittney,Payne
44664,53,HS-grad,White,Female,35,United-States,<=50K,Erica,Nelson
44665,21,Some-college,White,Female,30,United-States,<=50K,Nathaniel,Morgan
44666,20,Some-college,White,Female,10,United-States,<=50K.,Dylan,Castro
44667,35,Bachelors,White,Female,40,United-States,<=50K,Debra,Mejia
44668,23,Some-college,Asian-Pac-Islander,Male,25,Philippines,<=50K,Lindsay,Valenzuela
44669,58,HS-grad,White,Male,40,Canada,<=50K,Norma,Newton
44670,29,Assoc-voc,White,Male,40,United-States,<=50K,Donna,Cortez
44671,56,HS-grad,Black,Female,40,United-States,<=50K.,Elizabeth,Thomas
44672,35,Some-college,White,Male,38,United-States,<=50K,Randy,Castillo
44673,37,HS-grad,Black,Female,40,United-States,<=50K,Brian,Sexton
44674,65,5th-6th,White,Female,20,Mexico,<=50K.,Samantha,Hayes
44675,33,Assoc-acdm,White,Male,40,United-States,<=50K.,Joe,Hernandez
44676,63,Some-college,White,Male,32,United-States,<=50K,Matthew,Stanley
44677,32,Doctorate,White,Male,65,United-States,>50K,William,Acosta
44678,34,Masters,White,Female,50,United-States,<=50K,Peter,Lester
44679,56,Bachelors,White,Male,40,United-States,>50K,Gregory,Young
44680,24,HS-grad,White,Male,40,United-States,<=50K,Brandon,Leon
44681,26,Some-college,White,Female,40,United-States,<=50K,Matthew,Boyd
44682,34,11th,White,Male,43,United-States,<=50K,Thomas,Lewis
44683,56,HS-grad,White,Female,40,United-States,<=50K.,Felicia,Hurst
44684,24,HS-grad,White,Male,45,United-States,<=50K.,Robert,Mcbride
44685,51,HS-grad,White,Male,50,United-States,<=50K,Marie,Lyons
44686,43,HS-grad,White,Male,40,United-States,<=50K,Patrick,Evans
44687,18,10th,White,Female,30,United-States,<=50K,George,Garcia
44688,40,Bachelors,White,Male,50,United-States,>50K.,Kathleen,Jackson
44689,25,Some-college,White,Male,55,United-States,<=50K,Amanda,Pittman
44690,23,Assoc-voc,White,Female,40,United-States,<=50K,Karen,Brown
44691,43,Prof-school,White,Male,55,United-States,>50K,Joshua,White
44692,43,Doctorate,White,Female,70,United-States,>50K,Laura,Smith
44693,32,HS-grad,White,Male,40,United-States,<=50K,Michael,Lowery
44694,47,Some-college,White,Male,40,United-States,>50K.,Richard,Contreras
44695,20,Some-college,White,Female,8,United-States,<=50K.,Amanda,Leon
44696,42,Bachelors,White,Male,40,United-States,<=50K.,Rose,Ortiz
44697,71,HS-grad,White,Male,15,United-States,<=50K,Alvin,Morgan
44698,32,Assoc-voc,White,Male,40,United-States,<=50K,Jessica,Frazier
44699,60,HS-grad,White,Female,40,United-States,<=50K,Samuel,Holden
44700,30,9th,White,Male,40,United-States,<=50K.,Rhonda,Santos
44701,41,Assoc-voc,White,Female,40,United-States,<=50K.,William,Fritz
44702,47,HS-grad,White,Male,40,United-States,>50K.,Alison,Sanchez
44703,23,Some-college,White,Male,40,United-States,<=50K,Cindy,Sosa
44704,50,7th-8th,White,Male,63,?,>50K,Bryan,Ford
44705,24,11th,Asian-Pac-Islander,Male,40,Vietnam,<=50K,Ariana,Webster
44706,37,Bachelors,White,Female,50,United-States,<=50K,Linda,Moreno
44707,20,HS-grad,White,Male,40,United-States,<=50K.,Monica,White
44708,22,HS-grad,White,Male,40,United-States,<=50K.,Caitlin,Snow
44709,27,HS-grad,Asian-Pac-Islander,Male,40,United-States,>50K.,Ann,Shaffer
44710,57,Masters,White,Male,40,United-States,>50K.,Philip,Yates
44711,46,Bachelors,White,Male,40,United-States,>50K.,Erica,Ponce
44712,44,Assoc-acdm,White,Male,40,United-States,<=50K,Drew,Lane
44713,23,Some-college,White,Male,25,United-States,<=50K,William,Hill
44714,31,HS-grad,White,Male,40,,<=50K.,Rebecca,Simon
44715,34,Bachelors,White,Male,40,United-States,>50K,Robin,Davis
44716,26,Bachelors,Asian-Pac-Islander,Female,40,Thailand,<=50K,James,Good
44717,38,Some-college,Asian-Pac-Islander,Male,40,Philippines,>50K,Katelyn,Neal
44718,55,HS-grad,White,Male,40,United-States,>50K,Erin,Thomas
44719,25,HS-grad,Black,Male,40,United-States,<=50K,Gerald,Lewis
44720,28,HS-grad,White,Female,35,United-States,<=50K,Vicki,Phillips
44721,20,Some-college,White,Male,25,United-States,<=50K,Mrs.,Dawn
44722,20,HS-grad,White,Female,45,United-States,<=50K,Amy,Alvarado
44723,62,Assoc-acdm,White,Female,7,United-States,<=50K,Donna,Oconnor
44724,20,Some-college,White,Male,40,United-States,<=50K,Roger,Evans
44725,44,Assoc-acdm,White,Male,38,United-States,<=50K.,Dr.,Angela
44726,50,Masters,White,Male,55,United-States,>50K,Brandon,Wagner
44727,30,HS-grad,White,Male,40,United-States,<=50K,Christopher,Schneider
44728,54,,White,Male,20,United-States,<=50K.,Lauren,Barrett
44729,21,Some-college,White,Male,40,United-States,<=50K,Erika,Stewart
44730,29,5th-6th,White,Male,40,?,<=50K,Michael,Kirk
44731,20,Some-college,White,Female,35,United-States,<=50K,Michael,Anderson
44732,19,Some-college,White,Female,15,United-States,<=50K,Thomas,Friedman
44733,64,HS-grad,White,Male,40,United-States,<=50K.,Jessica,Yoder
44734,40,HS-grad,White,Male,50,United-States,<=50K,James,Spencer
44735,39,Doctorate,White,Male,40,United-States,>50K,Richard,Craig
44736,68,10th,White,Male,35,United-States,<=50K,Jose,Lynch
44737,19,Some-college,White,Male,45,Mexico,<=50K,Leonard,Haas
44738,55,HS-grad,White,Male,40,United-States,<=50K.,Ann,Johnson
44739,42,Bachelors,White,Male,40,United-States,<=50K.,Pamela,Cannon
44740,33,HS-grad,White,Female,40,United-States,<=50K,Renee,Gibson
44741,50,Some-college,White,Female,40,United-States,<=50K.,Jeremy,Jones
44742,28,HS-grad,White,Female,35,United-States,<=50K,Clifford,Cortez
44743,41,HS-grad,Other,Male,40,United-States,<=50K,Carla,Rosales
44744,32,Bachelors,White,Male,55,United-States,<=50K.,Anita,Yang
44745,54,Bachelors,White,Male,45,United-States,>50K,Gregory,Velez
44746,33,Bachelors,White,Female,40,United-States,<=50K,Melissa,Francis
44747,62,Some-college,White,Female,40,United-States,<=50K,Amanda,Kelley
44748,32,,White,Male,40,United-States,>50K.,Debra,Andrews
44749,20,HS-grad,White,Female,40,United-States,<=50K.,Jason,Austin
44750,50,Assoc-acdm,White,Male,40,United-States,>50K,Kyle,Barnes
44751,21,HS-grad,Black,Female,25,United-States,<=50K,Andrew,Reed
44752,50,HS-grad,White,Male,60,United-States,>50K.,Jade,Jones
44753,31,HS-grad,White,Female,40,Mexico,<=50K,Christian,Garcia
44754,45,11th,White,Male,40,United-States,<=50K.,David,Weber
44755,36,HS-grad,White,Male,57,United-States,<=50K,Bryan,Solis
44756,39,Assoc-voc,White,Male,40,United-States,<=50K,Kenneth,Torres
44757,47,HS-grad,White,Male,60,United-States,>50K,Nicole,Hughes
44758,37,HS-grad,Asian-Pac-Islander,Female,42,?,<=50K,Jared,Owen
44759,42,Bachelors,White,Male,40,United-States,<=50K,James,Mclaughlin
44760,38,HS-grad,Black,Female,32,United-States,<=50K,Sabrina,Wilson
44761,51,Masters,White,Male,35,United-States,<=50K.,Bonnie,Miller
44762,43,HS-grad,Black,Female,96,United-States,<=50K.,Shawna,Silva
44763,42,HS-grad,Black,Male,40,Haiti,<=50K,Johnny,Ewing
44764,46,Masters,White,Female,43,United-States,<=50K,Lisa,Oconnor
44765,41,HS-grad,White,Female,40,United-States,<=50K.,Gabriel,Davis
44766,30,Bachelors,White,Female,40,United-States,<=50K.,Virginia,Allen
44767,36,HS-grad,White,Male,40,United-States,<=50K,Javier,Gonzalez
44768,38,Bachelors,White,Male,40,United-States,>50K,Sharon,Murray
44769,24,HS-grad,Black,Female,40,United-States,<=50K,Riley,Lawrence
44770,22,5th-6th,White,Male,50,Guatemala,<=50K.,Sarah,Hardy
44771,57,Masters,White,Male,60,United-States,>50K,Michele,Wilcox
44772,37,HS-grad,White,Male,45,United-States,>50K,Tasha,Beck
44773,51,Assoc-acdm,Black,Female,30,United-States,<=50K,Danielle,Duran
44774,34,HS-grad,White,Female,33,United-States,<=50K,Sherry,Obrien
44775,37,HS-grad,White,Male,40,United-States,>50K,Maureen,Brown
44776,23,HS-grad,White,Female,40,United-States,<=50K,Kimberly,Adams
44777,41,Bachelors,White,Male,20,United-States,<=50K,Patricia,Myers
44778,76,Bachelors,White,Male,40,United-States,>50K.,Andrew,Shannon
44779,22,Some-college,White,Male,40,United-States,<=50K,Jennifer,Silva
44780,33,Some-college,White,Male,45,United-States,<=50K,Pamela,Rowe
44781,38,Some-college,White,Male,60,United-States,<=50K,Jason,Curry
44782,23,9th,White,Female,40,Mexico,<=50K,Jay,Conway
44783,29,HS-grad,White,Female,30,United-States,<=50K.,Mitchell,Beasley
44784,18,Some-college,White,Male,40,United-States,<=50K.,Ethan,Todd
44785,25,HS-grad,White,Male,40,United-States,<=50K.,Denise,Kelly
44786,32,Masters,White,Female,35,Iran,<=50K.,Mary,Hayes
44787,19,HS-grad,Black,Female,15,United-States,<=50K.,Terry,Bates
44788,30,Bachelors,White,Female,40,United-States,<=50K.,Danny,Gardner
44789,33,Bachelors,White,Male,65,United-States,<=50K,Mary,Franklin
44790,38,HS-grad,White,Female,25,United-States,<=50K,Shelly,Castillo
44791,35,Assoc-voc,White,Male,40,Italy,>50K.,James,Castro
44792,35,HS-grad,White,Male,40,United-States,>50K,Darryl,Rojas
44793,60,Some-college,White,Male,45,United-States,<=50K,Stanley,Lloyd
44794,53,Some-college,White,Male,40,United-States,<=50K,Katelyn,Long
44795,33,HS-grad,White,Male,60,United-States,>50K,Katherine,Pitts
44796,30,Prof-school,White,Male,40,United-States,<=50K.,James,Larsen
44797,42,HS-grad,White,Male,45,United-States,<=50K,Karen,Meyer
44798,20,Some-college,White,Female,50,United-States,<=50K,Abigail,Crawford
44799,28,HS-grad,White,Female,35,United-States,<=50K,Rachel,Barron
44800,51,Assoc-acdm,White,Male,60,United-States,<=50K,Roberto,Riley
44801,55,Masters,White,Male,50,United-States,<=50K,Michael,Griffin
44802,22,HS-grad,White,Male,40,United-States,<=50K,April,Allen
44803,26,Masters,White,Female,40,United-States,<=50K.,Michael,Shepherd
44804,37,Assoc-voc,White,Female,48,United-States,>50K.,Christopher,Kim
44805,44,Bachelors,White,Male,50,United-States,>50K.,Steven,Stark
44806,51,Some-college,White,Male,40,United-States,<=50K,Renee,Rose
44807,25,Bachelors,White,Female,40,United-States,<=50K.,Lisa,Sanford
44808,39,Some-college,White,Female,40,United-States,<=50K.,Julie,Everett
44809,27,Assoc-acdm,White,Female,40,United-States,<=50K,Michael,Lang
44810,57,5th-6th,White,Male,40,Cuba,<=50K,Keith,Baker
44811,38,,Asian-Pac-Islander,Male,30,United-States,<=50K.,Timothy,Hood
44812,48,Masters,White,Male,60,United-States,>50K.,Ricky,Young
44813,18,Some-college,White,Female,40,United-States,<=50K,Stephen,Walsh
44814,44,Masters,White,Female,60,United-States,>50K,Travis,Mitchell
44815,24,9,White,Male,50,United-States,<=50K,Elizabeth,Walton
44816,30,HS-grad,White,Male,30,United-States,<=50K,Matthew,Hunt
44817,40,Assoc-voc,White,Female,50,United-States,>50K.,Jeffery,Garcia
44818,60,Masters,White,Female,10,United-States,<=50K,Angela,Hamilton
44819,35,Bachelors,Black,Male,40,England,<=50K.,Tyler,Schneider
44820,47,Bachelors,White,Male,40,United-States,>50K,Taylor,Cox
44821,43,Some-college,White,Male,40,United-States,>50K,Brenda,Ware
44822,44,HS-grad,Black,Female,40,Jamaica,<=50K.,Christopher,Kerr
44823,45,Masters,White,Female,35,United-States,<=50K,Kevin,Diaz
44824,60,HS-grad,White,Male,40,United-States,<=50K,Brett,Kidd
44825,47,Bachelors,White,Male,51,United-States,>50K,Lydia,Robles
44826,32,1st-4th,Other,Male,50,Mexico,<=50K,Michael,Gamble
44827,57,HS-grad,White,Male,50,United-States,<=50K,Alexandra,White
44828,32,Some-college,White,Female,40,United-States,<=50K.,Jackie,Gutierrez
44829,51,HS-grad,White,Female,40,United-States,<=50K,Anthony,Osborn
44830,47,,Black,Female,40,United-States,<=50K,Abigail,Rowe
44831,55,HS-grad,Amer-Indian-Eskimo,Male,40,United-States,>50K.,Kristine,Wise
44832,31,Some-college,White,Male,50,United-States,<=50K,Russell,Williams
44833,19,11th,White,Female,25,United-States,<=50K,Timothy,Moreno
44834,24,Bachelors,White,Female,42,United-States,<=50K,Travis,Powell
44835,44,Bachelors,White,Male,44,United-States,>50K,Nicole,Mcdonald
44836,37,Some-college,White,Female,40,United-States,>50K.,Becky,Bush
44837,28,Assoc-voc,White,Male,40,United-States,<=50K,Austin,Howard
44838,26,Some-college,White,Male,40,United-States,<=50K,Tonya,Riley
44839,35,HS-grad,White,Male,40,United-States,<=50K,Amanda,Bailey
44840,40,Some-college,Black,Female,38,United-States,<=50K,Isaac,Wilson
44841,30,Assoc-voc,White,Male,40,United-States,<=50K.,Hannah,Singleton
44842,25,Bachelors,White,Male,70,United-States,<=50K,Anita,Chen
44843,45,Some-college,White,Female,27,United-States,<=50K,Tina,Watson
44844,29,Some-college,White,Female,40,United-States,<=50K,David,Romero
44845,31,Some-college,White,Male,13,United-States,<=50K,Ms.,Jordan
44846,22,Assoc-voc,Asian-Pac-Islander,Male,40,South,<=50K,Melissa,Thornton
44847,29,Some-college,Black,Male,40,United-States,<=50K.,Jennifer,Whitaker
44848,46,Some-college,White,Male,40,United-States,>50K,Michael,Cervantes
44849,61,10th,White,Male,40,United-States,<=50K,Jerry,Valdez
44850,23,HS-grad,White,Male,38,United-States,<=50K.,Andrew,Stephens
44851,34,Masters,White,Male,50,United-States,>50K.,Linda,Harper
44852,19,9th,White,Male,40,United-States,<=50K.,Vanessa,Singleton
44853,52,HS-grad,White,Male,48,United-States,>50K,Stephanie,Mcpherson
44854,90,HS-grad,White,Male,40,United-States,<=50K,John,Sharp
44855,31,HS-grad,White,Male,48,United-States,<=50K.,Martin,Hunt
44856,46,11th,White,Female,40,,<=50K.,Robert,Goodwin
44857,35,Masters,White,Female,50,United-States,>50K.,Ana,Soto
44858,46,Some-college,White,Female,17,United-States,<=50K,Jason,Howell
44859,56,11th,White,Female,40,United-States,<=50K,Mr.,Roger
44860,17,10th,White,Male,6,United-States,<=50K,Nancy,Henry
44861,24,Bachelors,White,Male,20,United-States,<=50K,Daniel,Huynh
44862,19,HS-grad,White,Female,20,United-States,<=50K,Victoria,Cannon
44863,33,HS-grad,White,Male,35,United-States,<=50K,Marcus,Kennedy
44864,40,13,White,Male,40,United-States,<=50K,Steve,Robinson
44865,20,10,White,Female,40,United-States,<=50K,Melanie,Barnes
44866,68,Some-college,White,Male,10,United-States,<=50K.,Todd,Lawson
44867,35,13,White,Male,40,United-States,>50K,April,Proctor
44868,21,11th,White,Female,38,United-States,<=50K,Anne,Thompson
44869,46,HS-grad,White,Male,68,United-States,>50K.,Valerie,Gonzales
44870,57,Masters,White,Male,50,United-States,>50K.,Erik,Bernard
44871,33,HS-grad,White,Male,40,United-States,<=50K,Anne,Miller
44872,60,Masters,White,Male,40,United-States,<=50K.,David,Bernard
44873,25,Bachelors,White,Female,30,United-States,<=50K,Jamie,Flores
44874,37,HS-grad,White,Female,38,United-States,<=50K,Daniel,Hart
44875,40,HS-grad,White,Female,35,United-States,<=50K,Ms.,Jamie
44876,31,Some-college,White,Male,50,United-States,>50K,Jamie,Burke
44877,22,Some-college,Asian-Pac-Islander,Female,25,United-States,<=50K,Jill,Robinson
44878,25,6,Black,Female,50,United-States,<=50K,Sarah,Hammond
44879,41,Some-college,Black,Female,40,United-States,<=50K,Michelle,Baker
44880,35,Assoc-acdm,White,Female,60,United-States,<=50K,Carlos,Baker
44881,37,9th,White,Female,40,United-States,<=50K,George,Ayers
44882,24,11th,White,Male,45,United-States,<=50K.,April,Schneider
44883,36,Some-college,White,Male,40,United-States,<=50K,Mary,Ramos
44884,43,Some-college,White,Male,45,United-States,<=50K.,Michele,Brown
44885,21,HS-grad,White,Female,40,United-States,<=50K.,Brian,Duncan
44886,48,Some-college,White,Male,30,United-States,>50K,Shawn,Simpson
44887,40,HS-grad,White,Male,70,United-States,<=50K,Rodney,Smith
44888,51,Bachelors,White,Male,50,United-States,<=50K.,Paula,Ayers
44889,56,HS-grad,Black,Female,40,United-States,<=50K.,Antonio,Russo
44890,52,HS-grad,White,Female,40,United-States,<=50K.,Sarah,Taylor
44891,25,Some-college,White,Male,55,United-States,<=50K,Jesse,Werner
