,hours-per-week,occupation,capital-gain,relationship,education-num,sex,workclass,capital-loss,first_name,last_names
14872,40,Craft-repair,0,Unmarried,9,Male,Private,0,Ryan,Black
14873,8,Farming-fishing,3456,Husband,10,Male,Self-emp-not-inc,0,David,Gentry
14874,40,Machine-op-inspct,0,Husband,9,Male,Self-emp-not-inc,0,John,Kane
14875,54,Craft-repair,0,Not-in-family,9,Male,Private,0,Kathleen,Jefferson
14876,40,Tech-support,0,Husband,13,Male,Local-gov,0,Jose,Neal
14877,44,Exec-managerial,0,Husband,13,Male,Private,0,Anita,Phillips
14878,40,Prof-specialty,0,Unmarried,7,Male,Private,0,Ryan,Cruz
14879,30,Adm-clerical,0,Own-child,10,Female,Private,0,Joseph,Choi
14880,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Julie,Werner
14881,42,Craft-repair,0,Husband,9,Male,Private,0,Christopher,Petty
14882,36,Exec-managerial,0,Wife,9,Female,Self-emp-not-inc,0,Jason,Kelley
14883,55,Sales,0,Not-in-family,9,Male,Self-emp-inc,0,Donna,Khan
14884,40,Machine-op-inspct,0,Own-child,4,Male,Private,0,Brendan,Frazier
14885,40,Sales,0,Husband,10,Male,Private,0,Robert,Ball
14886,35,Adm-clerical,0,Unmarried,9,Female,Private,0,Jake,Brown
14887,40,Prof-specialty,0,Unmarried,11,Female,Private,0,Ashley,Decker
14888,35,Other-service,0,Unmarried,5,Male,Private,0,Gregory,Contreras
14889,62,Prof-specialty,0,Not-in-family,13,Female,Private,0,Robert,Le
14890,34,Adm-clerical,0,Not-in-family,13,Female,Local-gov,0,Patrick,Walker
14891,35,Farming-fishing,0,Husband,4,Male,Private,0,Jerry,Martin
14892,40,Sales,0,Not-in-family,9,Female,Self-emp-inc,0,Terri,Lopez
14893,50,Sales,0,Husband,13,Male,Private,0,Alan,Reed
14894,36,Prof-specialty,0,Husband,13,Male,State-gov,0,Christopher,Foley
14895,40,Sales,0,Not-in-family,9,Male,Private,0,Diane,Curtis
14896,35,Other-service,0,Unmarried,10,Female,Private,0,Elizabeth,Black
14897,45,Prof-specialty,0,Unmarried,10,Female,Private,0,Sean,Humphrey
14898,40,Sales,0,Not-in-family,9,Female,Private,0,Amanda,Hines
14899,56,Other-service,0,Unmarried,,Female,Private,0,Stephen,Long
14900,40,Exec-managerial,0,Husband,9,Male,Private,0,Lauren,Peterson
14901,38,Machine-op-inspct,0,Unmarried,9,Female,Private,0,Daisy,Boone
14902,50,Prof-specialty,0,Not-in-family,14,Female,Local-gov,0,Francisco,Jackson
14903,26,Other-service,0,Husband,11,Male,Private,0,William,Barber
14904,40,Machine-op-inspct,0,Not-in-family,9,Male,Private,0,Rachel,Martinez
14905,40,Adm-clerical,0,Husband,13,Male,Private,0,Christian,Mcmillan
14906,40,Adm-clerical,0,Unmarried,10,Female,Private,0,Candice,Myers
14907,40,?,0,Own-child,10,Female,?,0,Julie,Velasquez
14908,10,Sales,0,Own-child,7,Female,Private,0,Michelle,Richardson
14909,45,Sales,7298,Husband,9,Male,Private,0,Brittany,Miller
14910,38,Sales,0,Husband,12,Male,Self-emp-inc,0,Joanna,Sanchez
14911,40,Handlers-cleaners,0,Own-child,10,Male,Private,0,Dawn,Allen
14912,20,Other-service,0,Own-child,11,Male,Private,0,Todd,Barnes
14913,40,Machine-op-inspct,0,Husband,10,Male,Private,0,Andrew,Trevino
14914,40,Other-service,0,Not-in-family,9,Female,Private,0,Tammy,Diaz
14915,45,Farming-fishing,0,Wife,12,Female,Private,0,Lisa,Roth
14916,56,Adm-clerical,6497,Unmarried,10,Female,Federal-gov,0,Elizabeth,Ray
14917,40,Sales,0,Unmarried,10,Female,Private,0,Matthew,Keith
14918,40,Handlers-cleaners,0,Own-child,10,Male,Private,0,Jesus,Martinez
14919,8,Tech-support,0,Unmarried,11,Female,Private,0,Jerry,Good
14920,40,Prof-specialty,0,Not-in-family,15,Male,Private,0,Stephen,Curry
14921,40,Tech-support,0,Not-in-family,9,Female,Local-gov,0,Sarah,Ruiz
14922,48,Farming-fishing,0,Husband,4,Male,Self-emp-not-inc,0,Brian,Mills
14923,38,Prof-specialty,0,Husband,9,Male,Self-emp-inc,0,Nancy,Jacobs
14924,60,Exec-managerial,27828,Not-in-family,13,Female,Private,0,Vincent,Shelton
14925,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Louis,Martinez
14926,4,Prof-specialty,0,Unmarried,13,Female,Private,0,Shannon,Hunt
14927,16,Other-service,0,Own-child,9,Female,Private,0,Autumn,Willis
14928,80,Exec-managerial,0,Husband,13,Male,Self-emp-inc,0,Angel,Cooper
14929,70,?,0,Husband,9,Male,?,1485,Christopher,Hamilton
14930,20,Other-service,0,Own-child,10,Male,Private,0,Mary,York
14931,40,Adm-clerical,0,Wife,10,Female,Private,0,Kelly,Barker
14932,40,Other-service,0,Unmarried,9,Female,Private,0,Veronica,Ryan
14933,50,Craft-repair,0,Unmarried,9,Male,Private,0,Mitchell,Lucas
14934,38,Other-service,0,Not-in-family,10,Female,Private,0,Maurice,Armstrong
14935,40,Other-service,0,Not-in-family,5,Male,Private,0,Reginald,Salazar
14936,40,Machine-op-inspct,0,Husband,7,Male,Private,0,Angela,Rush
14937,50,Adm-clerical,0,Not-in-family,9,Female,Private,0,Brandon,Thompson
14938,40,Prof-specialty,7298,Husband,14,Male,Private,0,Ann,Curry
14939,30,?,0,Own-child,9,Female,?,1602,Erica,Russell
14940,40,?,0,Husband,6,Male,?,0,Deborah,Diaz
14941,15,Sales,0,Not-in-family,10,Female,Private,0,Jerry,Owen
14942,40,?,0,Husband,9,Male,?,0,William,Hobbs
14943,40,?,0,Not-in-family,14,Male,?,0,Brandon,Lopez
14944,40,Exec-managerial,0,Husband,10,Male,Private,0,Yvette,Miller
14945,40,Adm-clerical,0,Own-child,11,Female,Private,0,Lisa,Huffman
14946,52,Transport-moving,0,Husband,10,Male,Private,0,Hayley,Wallace
14947,45,Transport-moving,0,Husband,9,Male,Private,0,Nichole,Williams
14948,55,Sales,0,Not-in-family,13,Female,Private,2258,Jordan,Parsons
14949,40,Machine-op-inspct,0,Own-child,,Male,Private,0,Jacob,Joseph
14950,40,?,0,Husband,4,Male,?,0,Jessica,Curtis
14951,40,Protective-serv,0,Husband,10,Male,State-gov,0,Austin,Juarez
14952,56,Tech-support,0,Unmarried,10,Female,Private,0,Caitlin,Zimmerman
14953,40,Exec-managerial,0,Husband,13,Male,Private,0,Aaron,Cook
14954,84,Transport-moving,0,Husband,9,Male,Private,0,Crystal,Anderson
14955,40,Machine-op-inspct,0,Husband,12,Male,Private,0,Katherine,Russell
14956,50,Transport-moving,0,Husband,9,Male,Private,1887,Jonathon,Bailey
14957,30,Handlers-cleaners,0,Not-in-family,4,Female,Private,0,Shane,Jones
14958,45,Sales,0,Husband,9,Male,Private,0,Hannah,Bowman
14959,40,?,0,Husband,10,Male,?,0,Kenneth,Sweeney
14960,40,Tech-support,0,Husband,12,Male,State-gov,0,Rachael,Morris
14961,55,Adm-clerical,0,Husband,13,Male,Private,0,Janice,Martin
14962,45,Exec-managerial,0,Husband,11,Male,Private,0,Adam,Paul
14963,40,Exec-managerial,0,Husband,9,Male,Self-emp-not-inc,0,Kevin,Mccarty
14964,40,Prof-specialty,0,Husband,16,Male,Self-emp-inc,0,Shannon,Roman
14965,40,Adm-clerical,0,Husband,11,Male,Private,0,Stephanie,Hodges
14966,40,Exec-managerial,0,Husband,10,Male,Private,0,Shannon,Wyatt
14967,30,?,0,Not-in-family,7,Male,?,0,Douglas,Price
14968,45,Exec-managerial,0,Husband,14,Male,Private,1977,Debbie,Mueller
14969,50,Exec-managerial,0,Husband,9,Male,Private,0,Randall,Chase
14970,40,Tech-support,4386,Husband,10,Male,Federal-gov,0,David,Bass
14971,33,Tech-support,0,Not-in-family,10,Male,Private,0,Kaylee,Warner
14972,24,Machine-op-inspct,0,Own-child,9,Male,Private,0,Seth,Ramirez
14973,40,Sales,0,Wife,10,Female,Private,0,Mike,Terry
14974,48,Machine-op-inspct,0,Not-in-family,12,Male,Private,0,Sarah,Diaz
14975,40,Exec-managerial,14084,Not-in-family,14,Male,Private,0,Jacqueline,Robertson
14976,60,Sales,0,Not-in-family,14,Male,Self-emp-not-inc,0,Daniel,Mullins
14977,22,Exec-managerial,0,Wife,13,Female,Local-gov,0,Janet,Mendoza
14978,45,Transport-moving,0,Husband,10,Male,Private,0,David,Peters
14979,43,Adm-clerical,0,Not-in-family,9,Female,Private,0,Jamie,Romero
14980,40,Transport-moving,0,Husband,8,Male,Local-gov,1579,Luis,Reyes
14981,40,Prof-specialty,0,Unmarried,14,Male,Local-gov,0,Mary,Fisher
14982,40,Craft-repair,0,Unmarried,,Male,Private,0,Nicole,Oliver
14983,40,Craft-repair,0,Husband,7,Male,Private,1740,Robert,Morris
14984,50,Prof-specialty,0,Husband,16,Male,Local-gov,1887,Joshua,Stephens
14985,32,Other-service,0,Other-relative,9,Male,Self-emp-not-inc,0,Amber,Villanueva
14986,45,Craft-repair,0,Husband,10,Male,Private,0,Erin,Perez
14987,32,Prof-specialty,0,Unmarried,13,Female,Private,0,Julian,Avila
14988,60,Prof-specialty,0,Husband,14,Male,Private,0,Mitchell,Travis
14989,40,Other-service,0,Not-in-family,10,Male,Private,0,Matthew,Rivas
14990,60,Prof-specialty,0,Wife,13,Female,Local-gov,0,Joshua,Williams
14991,24,Other-service,0,Not-in-family,9,Female,Private,0,Samantha,Lynch
14992,35,?,0,Not-in-family,9,Female,?,0,Louis,Houston
14993,40,Sales,0,Husband,9,Male,Self-emp-not-inc,0,Danielle,Berry
14994,40,Craft-repair,0,Husband,10,Male,Private,0,Monica,Rodriguez
14995,43,Exec-managerial,0,Wife,13,Female,Private,0,Tony,Fisher
14996,40,Other-service,0,Wife,7,Female,Private,0,Jasmine,Hernandez
14997,50,Prof-specialty,0,Not-in-family,13,Male,Private,0,Rebecca,Chambers
14998,25,Exec-managerial,0,Not-in-family,13,Male,Private,0,Linda,Burton
14999,37,Machine-op-inspct,0,Not-in-family,7,Female,Private,0,Bobby,Valencia
15000,40,Craft-repair,0,Husband,10,Male,Private,0,Allison,Smith
15001,40,Priv-house-serv,0,Other-relative,12,Female,Private,0,Kimberly,Nichols
15002,43,Prof-specialty,0,Husband,13,Male,Private,0,Christopher,Pratt
15003,60,Craft-repair,0,Husband,9,Male,Self-emp-not-inc,0,Laura,Gregory
15004,20,Other-service,0,Own-child,10,Male,Private,0,Lee,Nguyen
15005,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Courtney,Cook
15006,8,Adm-clerical,0,Not-in-family,7,Female,Private,0,Cheryl,Morris
15007,40,Craft-repair,0,Husband,4,Male,Private,0,Joseph,Ellis
15008,32,Prof-specialty,0,Not-in-family,14,Male,Local-gov,0,Bruce,Cunningham
15009,40,Exec-managerial,0,Husband,11,Male,Private,0,Craig,Gonzalez
15010,50,Craft-repair,0,Husband,7,Male,Private,0,Kevin,Cooper
15011,50,Adm-clerical,0,Not-in-family,14,Female,Private,0,Jackie,Thompson
15012,30,Exec-managerial,0,Own-child,10,Female,Private,0,David,Clarke
15013,45,Exec-managerial,0,Not-in-family,13,Female,Private,0,Oscar,Sanchez
15014,24,Other-service,0,Own-child,10,Female,Private,0,Kenneth,Cox
15015,40,Other-service,0,Other-relative,7,Male,Federal-gov,0,Casey,Suarez
15016,30,Sales,0,Own-child,9,Female,Private,0,Adam,Key
15017,40,Tech-support,0,Husband,10,Male,Federal-gov,1485,Samantha,Moore
15018,40,Adm-clerical,0,Husband,13,Male,Private,0,Alexander,Mason
15019,15,?,594,Own-child,10,Female,?,0,Susan,Reed
15020,48,Handlers-cleaners,0,Own-child,10,Male,Private,1719,Judith,Parker
15021,40,Craft-repair,0,Unmarried,11,Male,Private,0,Michelle,Gutierrez
15022,44,Sales,0,Not-in-family,13,Male,Private,0,Laura,Ramos
15023,40,Other-service,0,Not-in-family,4,Female,Private,0,Dean,Mason
15024,40,Exec-managerial,0,Husband,11,Male,Private,0,Samuel,Meyers
15025,40,Adm-clerical,0,Not-in-family,9,Male,Private,0,Shelley,Hernandez
15026,40,Tech-support,0,Husband,9,Male,State-gov,0,David,Short
15027,20,Sales,0,Own-child,10,Female,Private,0,Miranda,Evans
15028,42,Transport-moving,0,Husband,7,Male,Private,0,Karina,Young
15029,40,Tech-support,0,Own-child,13,Male,Private,0,Beth,Wilson
15030,46,Adm-clerical,0,Not-in-family,11,Female,Private,0,Amanda,Murphy
15031,60,Other-service,0,Husband,13,Male,Self-emp-inc,1977,James,Austin
15032,40,Other-service,0,Other-relative,7,Male,Private,0,Randall,Martinez
15033,50,Prof-specialty,15024,Husband,13,Male,Private,0,Ronald,Rodriguez
15034,50,Sales,0,Not-in-family,11,Male,Private,0,Cesar,Brown
15035,60,Other-service,0,Not-in-family,13,Female,Private,0,Kristin,Riley
15036,40,Prof-specialty,4386,Wife,14,Female,Local-gov,0,Robert,Robles
15037,40,?,0,Husband,8,Male,?,0,Brian,Dixon
15038,50,Craft-repair,0,Not-in-family,9,Male,Private,0,Jacqueline,Ramirez
15039,40,Tech-support,0,Not-in-family,13,Female,Private,0,Regina,Torres
15040,10,Adm-clerical,0,Own-child,10,Female,Private,0,Amber,Mcdonald
15041,40,Prof-specialty,0,Husband,14,Male,Private,0,Jeffery,Adams
15042,40,Tech-support,0,Not-in-family,12,Female,Private,0,Gabriela,Rowland
15043,50,Craft-repair,0,Husband,10,Male,Private,0,Robin,Mendoza
15044,40,Other-service,0,Own-child,9,Male,Private,0,Lindsey,Wells
15045,55,Prof-specialty,0,Husband,14,Male,Private,0,Heather,Parker
15046,30,Prof-specialty,0,Not-in-family,13,Male,Private,0,Stacie,Taylor
15047,40,Handlers-cleaners,0,Not-in-family,6,Male,Private,0,Vanessa,Li
15048,40,Handlers-cleaners,0,Husband,13,Male,Private,0,Donna,Ewing
15049,40,Other-service,0,Wife,9,Female,Private,0,Kristy,Wilson
15050,40,Prof-specialty,0,Husband,16,Male,Private,0,Savannah,Malone
15051,20,Adm-clerical,0,Other-relative,6,Male,Private,0,Donald,Smith
15052,56,Prof-specialty,0,Husband,14,Male,Local-gov,0,Richard,Hart
15053,45,Sales,0,Husband,,Male,Private,0,Gregory,Thomas
15054,40,Protective-serv,0,Husband,9,Male,Private,0,Shannon,Hansen
15055,30,Sales,0,Unmarried,7,Female,Private,0,Lisa,Stout
15056,36,Prof-specialty,0,Unmarried,11,Female,Private,0,Joshua,Bailey
15057,40,Craft-repair,0,Husband,6,Male,Private,0,Katrina,Ball
15058,16,Other-service,0,Own-child,7,Female,Private,0,Ryan,Camacho
15059,40,Adm-clerical,0,Unmarried,9,Female,Private,0,Paula,Gutierrez
15060,12,?,0,Husband,11,Male,?,2415,Kayla,Madden
15061,40,Exec-managerial,0,Husband,13,Male,Private,0,Holly,Adkins
15062,42,Farming-fishing,0,Husband,9,Male,Self-emp-not-inc,0,Jason,Dunlap
15063,40,Adm-clerical,2407,Husband,11,Male,Private,0,Jeremy,Bray
15064,75,Sales,0,Husband,9,Male,Self-emp-not-inc,0,Francisco,Fletcher
15065,60,Sales,0,Husband,10,Male,Self-emp-inc,0,Billy,White
15066,40,Handlers-cleaners,0,Own-child,10,Male,Private,0,Amanda,Duffy
15067,40,Other-service,0,Unmarried,4,Female,Private,0,James,Mcpherson
15068,38,Protective-serv,0,Not-in-family,12,Male,State-gov,0,Richard,Brooks
15069,37,Other-service,0,Not-in-family,9,Male,Private,0,Logan,Malone
15070,62,Machine-op-inspct,0,Husband,12,Male,Private,0,Louis,King
15071,40,Prof-specialty,15024,Husband,13,Male,Private,0,Dean,Brown
15072,20,Adm-clerical,0,Own-child,9,Female,State-gov,0,John,Snyder
15073,40,Exec-managerial,0,Husband,13,Male,State-gov,1977,Joseph,Phillips
15074,40,Prof-specialty,0,Husband,13,Male,Private,0,Karen,Mckay
15075,40,Sales,99999,Husband,13,Male,Self-emp-inc,0,Melissa,Harmon
15076,35,Craft-repair,0,Not-in-family,3,Male,Private,0,Adam,Shah
15077,80,Prof-specialty,0,Not-in-family,12,Male,Private,0,Karen,Key
15078,75,Machine-op-inspct,0,Unmarried,5,Male,Private,0,Karen,Edwards
15079,40,Adm-clerical,0,Not-in-family,10,Female,Local-gov,0,Christopher,Alvarado
15080,4,,0,Husband,14,Male,,0,Christine,Gardner
15081,43,Craft-repair,0,Not-in-family,9,Male,Private,0,Nicholas,Parrish
15082,60,Exec-managerial,4787,Not-in-family,14,Male,Private,0,Patricia,Coleman
15083,20,Adm-clerical,0,Other-relative,10,Female,Private,0,Kyle,Walker
15084,40,Adm-clerical,0,Unmarried,10,Female,Local-gov,0,Cheryl,Fernandez
15085,40,Farming-fishing,0,Not-in-family,9,Female,Private,0,Ryan,Russell
15086,45,Craft-repair,0,Husband,10,Male,Self-emp-not-inc,0,Charles,Warren
15087,40,Exec-managerial,0,Unmarried,6,Female,Private,0,Dalton,Russell
15088,40,Farming-fishing,0,Not-in-family,9,Male,Private,0,Patricia,Shaw
15089,35,Prof-specialty,0,Not-in-family,14,Female,State-gov,0,Douglas,Brooks
15090,30,Adm-clerical,0,Husband,10,Male,Local-gov,0,Elizabeth,Webb
15091,50,Sales,0,Husband,11,Male,Private,1977,Bryan,Morgan
15092,50,Prof-specialty,0,Husband,15,Male,Self-emp-not-inc,0,Veronica,Mccormick
15093,40,?,0,Unmarried,9,Female,?,0,Mr.,Joseph
15094,50,Machine-op-inspct,0,Husband,9,Male,Private,0,Jason,Elliott
15095,40,Craft-repair,0,Husband,9,Male,Private,0,Carolyn,Sellers
15096,36,Priv-house-serv,0,Not-in-family,9,Female,Private,0,Douglas,Holland
15097,52,Machine-op-inspct,0,Not-in-family,6,Male,Private,0,Belinda,Brown
15098,30,?,0,Husband,13,Male,?,0,Mr.,Daniel
15099,40,Protective-serv,0,Husband,9,Male,Local-gov,0,Sharon,Price
15100,40,Craft-repair,0,Husband,10,Male,Private,0,Kim,Miles
15101,40,Craft-repair,0,Not-in-family,10,Male,Private,0,Mrs.,Kim
15102,39,Sales,0,Wife,10,Female,Private,0,Hannah,Fields
15103,40,Prof-specialty,0,Not-in-family,14,Male,State-gov,0,Natalie,Vincent
15104,8,?,0,Husband,13,Male,?,0,Gregory,Dudley
15105,35,Adm-clerical,0,Not-in-family,9,Female,Private,0,Daniel,Pollard
15106,50,Other-service,0,Other-relative,11,Female,Private,0,Edward,Sparks
15107,60,Exec-managerial,0,Husband,10,Male,Self-emp-not-inc,0,Sarah,Madden
15108,55,Craft-repair,0,Not-in-family,10,Male,Private,0,Jose,Silva
15109,55,Handlers-cleaners,0,Not-in-family,10,Male,Private,0,Tracy,Clark
15110,50,,0,Not-in-family,4,Male,,0,Tara,Swanson
15111,40,Sales,0,Own-child,6,Male,Private,0,Margaret,Davis
15112,40,Tech-support,0,Not-in-family,13,Male,Private,0,Karla,Donaldson
15113,40,Craft-repair,0,Own-child,5,Male,Private,0,Shawn,Walsh
15114,40,Other-service,0,Other-relative,10,Female,Private,0,Justin,Davis
15115,45,Sales,15024,Husband,9,Male,Private,0,Jerry,Wise
15116,50,Machine-op-inspct,0,Other-relative,7,Male,Private,0,Tiffany,Holmes
15117,30,Other-service,0,Own-child,,Male,Private,0,Tracey,Stanley
15118,40,Craft-repair,0,Own-child,9,Male,Private,0,Jerry,Johnson
15119,40,Adm-clerical,0,Not-in-family,10,Female,Federal-gov,0,Julia,Owens
15120,40,Tech-support,7298,Husband,11,Male,Private,0,Susan,Pace
15121,30,Other-service,2885,Wife,9,Female,Local-gov,0,Gary,Obrien
15122,40,Tech-support,0,Husband,10,Male,Private,0,Kimberly,Johnson
15123,40,Exec-managerial,0,Husband,9,Male,Self-emp-not-inc,0,Charles,Young
15124,3,,0,Own-child,,Female,,0,Jason,Powell
15125,35,Other-service,0,Not-in-family,10,Female,Private,0,Benjamin,Weaver
15126,3,Sales,0,Not-in-family,3,Female,Self-emp-not-inc,0,Michelle,Herrera
15127,46,Sales,13550,Not-in-family,13,Male,Private,0,Autumn,Hanna
15128,40,Craft-repair,0,Husband,9,Male,Private,0,James,Fuller
15129,55,Sales,0,Husband,13,Male,Private,0,Jared,Gonzales
15130,35,Prof-specialty,0,Husband,16,Male,Self-emp-not-inc,0,Carrie,Stone
15131,50,Craft-repair,0,Unmarried,10,Male,Private,0,Linda,Bennett
15132,40,Prof-specialty,0,Not-in-family,10,Male,Private,0,Dr.,Lydia
15133,40,Craft-repair,0,Husband,10,Male,Private,0,Ethan,Hays
15134,25,Transport-moving,0,Husband,9,Male,Local-gov,0,Carla,Ruiz
15135,40,Adm-clerical,0,Husband,10,Male,Federal-gov,0,Timothy,Berg
15136,40,Other-service,0,Husband,10,Male,Self-emp-not-inc,0,Andrew,Estrada
15137,60,Craft-repair,0,Husband,9,Male,Private,0,Jeffrey,Stokes
15138,40,Craft-repair,0,Not-in-family,10,Male,Private,0,Lori,Glenn
15139,50,Prof-specialty,594,Not-in-family,16,Male,Private,0,Alexis,Bennett
15140,40,Adm-clerical,0,Own-child,9,Female,Private,0,Robert,Chapman
15141,40,,0,Wife,5,Female,,0,Patrick,Erickson
15142,40,Craft-repair,0,Own-child,9,Male,Private,0,Amanda,Pham
15143,40,Craft-repair,0,Husband,13,Male,Private,0,Amanda,Osborne
15144,50,Sales,6497,Unmarried,14,Female,Private,0,Robert,Perez
15145,40,Tech-support,0,Not-in-family,10,Male,State-gov,0,Stephanie,Stone
15146,30,Prof-specialty,0,Not-in-family,14,Male,State-gov,0,William,Smith
15147,40,Transport-moving,5178,Husband,10,Male,Private,0,Marie,Castillo
15148,16,Priv-house-serv,0,Unmarried,9,Female,Private,0,Lawrence,Thompson
15149,48,Sales,99999,Husband,13,Male,Private,0,Melvin,Wilson
15150,40,Exec-managerial,0,Not-in-family,11,Male,Private,0,Charles,Snyder
15151,42,Tech-support,0,Not-in-family,13,Female,Private,0,Wendy,Crawford
15152,38,Transport-moving,0,Husband,9,Male,State-gov,0,Jacob,Bautista
15153,40,Prof-specialty,7688,Wife,13,Female,Private,0,Michele,Burke
15154,60,Handlers-cleaners,0,Other-relative,9,Male,Private,0,Melissa,Morrison
15155,24,Sales,0,Not-in-family,9,Female,Private,0,William,Graham
15156,60,Craft-repair,0,Husband,10,Male,Private,1902,Heather,Mack
15157,50,Craft-repair,5178,Husband,9,Male,Self-emp-inc,0,Tyler,Sherman
15158,12,?,0,Husband,13,Male,?,0,Kimberly,Merritt
15159,40,Craft-repair,0,Husband,4,Male,Private,0,Wendy,Kemp
15160,40,Protective-serv,0,Not-in-family,13,Male,Local-gov,1876,Brooke,Tran
15161,25,Other-service,0,Own-child,6,Female,Private,0,Ronald,Ford
15162,40,Exec-managerial,0,Not-in-family,13,Male,Private,0,Michael,Roberson
15163,40,Prof-specialty,0,Husband,10,Male,Federal-gov,0,Timothy,Pena
15164,32,Adm-clerical,0,Husband,9,Male,Private,0,Karen,Rodriguez
15165,12,?,0,Own-child,10,Male,?,0,Dan,Martin
15166,55,Sales,0,Husband,9,Male,Private,0,Allison,Grant
15167,40,Craft-repair,0,Unmarried,5,Male,Private,0,Jennifer,Smith
15168,35,Adm-clerical,0,Own-child,13,Male,Private,0,Debra,Richardson
15169,10,Prof-specialty,0,Not-in-family,14,Male,State-gov,0,Alexander,Medina
15170,40,Exec-managerial,0,Husband,13,Male,Private,0,Vickie,Guzman
15171,40,Protective-serv,15024,Husband,13,Male,Local-gov,0,Felicia,Vance
15172,32,Handlers-cleaners,0,Unmarried,5,Female,Private,0,Kenneth,Gutierrez
15173,55,Prof-specialty,5455,Unmarried,13,Female,Local-gov,0,Phillip,Chavez
15174,20,?,0,Not-in-family,1,Female,?,0,Brittany,Gardner
15175,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Ethan,James
15176,20,?,0,Own-child,10,Female,?,0,Gabriel,Turner
15177,17,Adm-clerical,0,Not-in-family,10,Female,State-gov,0,Natalie,Lin
15178,40,Other-service,0,Husband,2,Male,Private,0,Ricky,Jimenez
15179,30,Craft-repair,0,Husband,9,Male,Self-emp-not-inc,0,Felicia,Miles
15180,40,Adm-clerical,0,Not-in-family,9,Female,Private,0,Willie,House
15181,52,Other-service,0,Husband,9,Male,Private,0,Emily,Lucas
15182,40,Machine-op-inspct,0,Own-child,,Male,Private,0,Joshua,Sellers
15183,43,Machine-op-inspct,0,Husband,10,Male,Private,0,Edward,Cohen
15184,45,Exec-managerial,0,Not-in-family,14,Female,Private,0,Joshua,Adkins
15185,36,Priv-house-serv,0,Own-child,9,Female,Private,0,Aaron,Hays
15186,40,Craft-repair,0,Husband,10,Male,Private,0,Shelly,Jones
15187,40,Sales,0,Wife,9,Female,Private,0,Clinton,Case
15188,50,Sales,0,Not-in-family,10,Male,Private,0,Crystal,Beard
15189,32,Other-service,0,Not-in-family,9,Female,Private,0,Jamie,Rush
15190,70,Adm-clerical,0,Not-in-family,9,Female,Private,0,Raymond,Marks
15191,55,Other-service,0,Not-in-family,10,Male,Private,0,Brandon,Mcmillan
15192,40,Exec-managerial,0,Husband,14,Male,Local-gov,0,Leah,Williams
15193,40,Other-service,0,Husband,10,Male,Private,0,Tamara,Perry
15194,35,Prof-specialty,0,Not-in-family,13,Female,Local-gov,0,Rebecca,Murphy
15195,20,?,0,Not-in-family,9,Male,?,0,Linda,Madden
15196,40,Exec-managerial,0,Husband,10,Male,Private,1887,Michael,Dalton
15197,14,,0,Own-child,6,Male,,0,Ricky,Randall
15198,40,Other-service,0,Not-in-family,9,Male,Private,0,Jonathan,Becker
15199,20,Prof-specialty,0,Not-in-family,13,Female,Private,0,James,Jackson
15200,36,,0,Own-child,10,Male,,0,Erin,Vargas
15201,7,Machine-op-inspct,0,Unmarried,13,Female,Private,0,Sierra,Smith
15202,40,Adm-clerical,0,Own-child,13,Male,Private,0,Susan,Young
15203,50,Adm-clerical,0,Not-in-family,13,Male,Private,0,Bryan,Dawson
15204,25,Adm-clerical,0,Own-child,10,Female,Private,0,Paul,Villanueva
15205,40,Tech-support,0,Not-in-family,10,Male,Federal-gov,0,Maria,Morgan
15206,35,Craft-repair,0,Own-child,10,Male,State-gov,0,Angela,Braun
15207,35,?,0,Wife,5,Female,?,0,Renee,Barnett
15208,10,Machine-op-inspct,0,Not-in-family,9,Female,Private,0,Catherine,Buck
15209,45,Sales,0,Own-child,13,Female,Private,0,Ronald,Jacobs
15210,25,Handlers-cleaners,0,Own-child,7,Male,Private,0,Terry,Fowler
15211,40,Adm-clerical,0,Not-in-family,10,Female,Federal-gov,0,James,Arnold
15212,40,Protective-serv,0,Not-in-family,10,Male,Private,0,Crystal,Bailey
15213,45,Other-service,0,Husband,9,Male,Self-emp-not-inc,0,Angela,Stuart
15214,50,Prof-specialty,0,Husband,13,Male,Private,0,Tyler,Ferguson
15215,40,Craft-repair,0,Own-child,9,Male,Private,0,Craig,Ashley
15216,50,Prof-specialty,15024,Husband,14,Male,Private,0,Mr.,Paul
15217,50,Machine-op-inspct,0,Husband,13,Male,Private,0,Justin,Walker
15218,47,Transport-moving,0,Husband,7,Male,Private,0,Deborah,Higgins
15219,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Danielle,Alvarez
15220,40,Craft-repair,0,Own-child,10,Male,Private,0,Christine,Schmidt
15221,40,Farming-fishing,0,Husband,7,Male,Private,0,Shane,Evans
15222,40,Exec-managerial,0,Wife,9,Female,Private,0,Kelly,Myers
15223,3,?,0,Not-in-family,10,Male,?,0,Elizabeth,Mcneil
15224,20,Adm-clerical,0,Unmarried,9,Female,Self-emp-not-inc,0,Jason,Harrington
15225,35,?,0,Own-child,,Female,?,0,Brandy,Valenzuela
15226,58,Exec-managerial,0,Not-in-family,12,Female,State-gov,0,Janet,Norris
