,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
31095,Never-married,Private,Exec-managerial,<=50K.,Other-relative,40,Female,United-States,Nicole,Maynard
31096,Never-married,Private,Other-service,<=50K,Own-child,30,Female,United-States,Carlos,Floyd
31097,Married-civ-spouse,Private,Prof-specialty,<=50K.,Husband,40,Male,United-States,Christina,Young
31098,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,60,Male,United-States,Julie,Jackson
31099,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,16,Male,United-States,Ray,Miller
31100,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,36,Male,United-States,Maurice,Cooper
31101,Never-married,Private,Sales,<=50K,Own-child,12,Female,United-States,Lisa,Hester
31102,Divorced,Private,Other-service,<=50K.,Not-in-family,55,Female,United-States,Richard,Bautista
31103,Married-civ-spouse,?,?,<=50K,Husband,13,Male,United-States,James,Farmer
31104,Divorced,Private,Other-service,<=50K,Own-child,20,Female,United-States,Jason,Garcia
31105,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Debra,Harris
31106,Divorced,Private,Exec-managerial,<=50K.,Not-in-family,40,Female,United-States,Sarah,Holmes
31107,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Taylor,Flores
31108,Married-civ-spouse,Self-emp-inc,Farming-fishing,>50K,Husband,40,Male,United-States,Frederick,Fritz
31109,Married-civ-spouse,Private,Sales,>50K,Husband,50,Male,United-States,Larry,Bender
31110,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Megan,Gray
31111,Never-married,Private,Craft-repair,<=50K,Other-relative,60,Male,United-States,David,Gutierrez
31112,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,25,Male,United-States,Bailey,Riggs
31113,Separated,Local-gov,Protective-serv,<=50K.,Not-in-family,42,Male,United-States,Samuel,Bruce
31114,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K.,Husband,40,Male,United-States,Rebecca,Garcia
31115,Married-civ-spouse,Private,Sales,<=50K.,Husband,30,Male,United-States,Pamela,Walker
31116,Married-spouse-absent,Self-emp-not-inc,Craft-repair,<=50K.,Own-child,16,Male,United-States,Joseph,Jenkins
31117,Never-married,Local-gov,Prof-specialty,<=50K,Unmarried,35,Female,United-States,Kimberly,Pratt
31118,Separated,Local-gov,Prof-specialty,<=50K,Unmarried,40,Female,United-States,Claire,Walters
31119,Never-married,?,?,<=50K,Own-child,40,Male,United-States,Robert,Sanchez
31120,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Kelly,Bruce
31121,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K.,Husband,42,Male,United-States,Mary,Jackson
31122,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Robert,Harris
31123,Married-civ-spouse,Self-emp-inc,Sales,>50K.,Husband,50,Male,United-States,Alexander,Chapman
31124,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,40,Male,United-States,Bryan,Spencer
31125,Married-civ-spouse,Private,Tech-support,<=50K,Husband,50,Male,United-States,Tracy,Lopez
31126,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,99,Male,United-States,Alec,Gonzalez
31127,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Madison,Henderson
31128,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Tammy,Cox
31129,Never-married,Local-gov,Craft-repair,<=50K,Own-child,40,Male,United-States,Melanie,Peterson
31130,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,30,Male,Ecuador,Lori,Walker
31131,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Brian,Oliver
31132,Divorced,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Michelle,Brown
31133,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,45,Male,United-States,Christopher,Thomas
31134,Never-married,Self-emp-not-inc,Farming-fishing,<=50K,Own-child,40,Male,United-States,Molly,Reynolds
31135,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,36,Male,United-States,Antonio,Cochran
31136,Married-civ-spouse,Private,Prof-specialty,<=50K.,Husband,55,Male,United-States,Matthew,Lynch
31137,Divorced,Private,Sales,>50K.,Not-in-family,65,Male,United-States,Brittany,Schroeder
31138,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Tammy,Fuentes
31139,Never-married,Private,Sales,>50K.,Not-in-family,25,Male,United-States,William,Patel
31140,Married-civ-spouse,Private,Exec-managerial,<=50K,Wife,43,Female,United-States,Kimberly,Zimmerman
31141,Married-civ-spouse,Local-gov,Protective-serv,<=50K,Husband,40,Male,United-States,Brett,Smith
31142,Divorced,Private,Adm-clerical,<=50K.,Not-in-family,40,Female,United-States,Rodney,Owens
31143,Married-civ-spouse,Self-emp-not-inc,Transport-moving,<=50K,Husband,60,Male,United-States,John,Reed
31144,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Wife,40,Female,Columbia,Donald,Ross
31145,Divorced,Private,Sales,<=50K.,Not-in-family,20,Female,United-States,Valerie,Olson
31146,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Mr.,Dylan
31147,Never-married,Private,Prof-specialty,<=50K.,Own-child,30,Male,United-States,Anthony,Murray
31148,Married-civ-spouse,Private,Sales,<=50K,Husband,30,Male,United-States,Alan,Kent
31149,Never-married,Private,Sales,<=50K.,Unmarried,25,Female,United-States,Ivan,Carter
31150,Never-married,Private,Craft-repair,<=50K.,Own-child,35,Male,United-States,Walter,Moore
31151,Never-married,Local-gov,Prof-specialty,>50K,Own-child,40,Female,United-States,Tammy,Aguirre
31152,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,Mexico,Gary,Ewing
31153,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Matthew,Davis
31154,Divorced,?,?,<=50K,Not-in-family,41,Female,China,Meagan,Anderson
31155,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,Iran,Scott,Navarro
31156,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Karen,Good
31157,Married-civ-spouse,Private,Other-service,>50K.,Husband,50,Male,United-States,Marilyn,Cannon
31158,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Lisa,Gray
31159,Never-married,Private,Sales,<=50K,Not-in-family,30,Female,United-States,Joseph,Reynolds
31160,Married-civ-spouse,Local-gov,Exec-managerial,<=50K,Husband,40,Male,United-States,Billy,Booker
31161,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,40,Male,United-States,David,Watson
31162,Married-civ-spouse,Local-gov,Prof-specialty,>50K.,Wife,36,Female,United-States,Levi,Peters
31163,Married-civ-spouse,?,?,>50K,Husband,36,Male,United-States,Bradley,Yoder
31164,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Natalie,Reed
31165,Divorced,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Lisa,Allen
31166,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,William,Hebert
31167,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Emily,Quinn
31168,Never-married,Local-gov,Prof-specialty,<=50K.,Not-in-family,55,Female,United-States,Stacy,Sampson
31169,Married-civ-spouse,?,?,<=50K,Husband,35,Male,United-States,Christopher,Potter
31170,Separated,Private,Transport-moving,<=50K.,Unmarried,80,Male,United-States,Cindy,Collins
31171,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,50,Male,United-States,Mary,Delgado
31172,Never-married,Private,Craft-repair,<=50K,Not-in-family,45,Male,United-States,Veronica,Lawson
31173,Never-married,Private,Priv-house-serv,<=50K.,Not-in-family,9,Female,United-States,Jennifer,Logan
31174,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K,Husband,50,Male,United-States,Dr.,Jessica
31175,Never-married,Private,Prof-specialty,>50K,Not-in-family,40,Female,United-States,Scott,Graves
31176,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Brittney,Lambert
31177,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Tanner,Howe
31178,Divorced,Federal-gov,Prof-specialty,>50K,Not-in-family,50,Female,United-States,Jeffrey,Rose
31179,Never-married,Local-gov,Other-service,<=50K,Not-in-family,14,Male,United-States,Cody,Smith
31180,Married-civ-spouse,Private,Other-service,>50K.,Wife,40,Female,,Jasmine,Phillips
31181,Divorced,Private,Exec-managerial,>50K,Not-in-family,50,Female,United-States,Kelly,Mcclure
31182,Divorced,Private,Sales,<=50K,Not-in-family,32,Female,United-States,Brett,Hill
31183,Never-married,Private,Handlers-cleaners,<=50K,Own-child,24,Male,United-States,Mrs.,Jennifer
31184,Divorced,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Jeffrey,Hoover
31185,Never-married,Private,Prof-specialty,<=50K,Not-in-family,20,Female,United-States,Paul,Gilbert
31186,Divorced,Local-gov,Prof-specialty,<=50K,Not-in-family,60,Female,United-States,Colton,Fowler
31187,Never-married,State-gov,Adm-clerical,<=50K.,Not-in-family,40,Male,United-States,Frances,Hernandez
31188,Never-married,Private,Sales,<=50K,Not-in-family,45,Male,United-States,Leah,West
31189,Widowed,?,?,<=50K,Not-in-family,20,Female,United-States,Meghan,Reyes
31190,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,50,Male,United-States,Steven,Clayton
31191,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,45,Male,United-States,Travis,Tucker
31192,Divorced,Private,Machine-op-inspct,<=50K,Unmarried,32,Male,United-States,Tamara,Rhodes
31193,Never-married,Local-gov,Adm-clerical,<=50K.,Not-in-family,40,Female,United-States,Kayla,Martinez
31194,Married-civ-spouse,Private,Craft-repair,>50K,Husband,45,Male,United-States,Joshua,Grimes
31195,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K,Husband,10,Male,United-States,Ronald,Archer
31196,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Wife,40,Female,United-States,Scott,Berger
31197,Never-married,Private,Adm-clerical,<=50K.,Own-child,20,Male,United-States,Steven,Gomez
31198,Never-married,Self-emp-inc,Farming-fishing,<=50K,Not-in-family,40,Male,United-States,Amber,Ortega
31199,Married-civ-spouse,Self-emp-inc,Sales,>50K.,Husband,45,Male,United-States,Meghan,Norris
31200,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,45,Male,United-States,Jeremy,Caldwell
31201,Married-civ-spouse,Private,Sales,<=50K.,Husband,45,Male,United-States,Nathaniel,Barnett
31202,Never-married,Private,Adm-clerical,<=50K.,Own-child,30,Male,United-States,Pedro,Rhodes
31203,Married-civ-spouse,Federal-gov,Adm-clerical,<=50K,Husband,40,Male,United-States,Andrea,Russell
31204,Married-civ-spouse,State-gov,Prof-specialty,<=50K,Husband,19,Male,India,Diamond,Aguilar
31205,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,>50K,Husband,40,Male,United-States,Glenn,Wright
31206,Never-married,?,?,<=50K,Own-child,18,Female,United-States,Daniel,Jensen
31207,Divorced,Private,Other-service,<=50K,Own-child,40,Female,South,Joshua,Nolan
31208,Never-married,Private,Exec-managerial,>50K.,Not-in-family,55,Female,United-States,Jerry,Blankenship
31209,Never-married,Self-emp-not-inc,Other-service,<=50K,Not-in-family,22,Female,United-States,Gary,Walton
31210,Never-married,State-gov,Other-service,<=50K,Not-in-family,40,Female,United-States,Michael,Villanueva
31211,Never-married,Private,Other-service,<=50K,Own-child,12,Male,United-States,Frank,Wright
31212,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Zachary,Herring
31213,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Donald,Brown
31214,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,United-States,Christie,Wu
31215,Never-married,Private,Protective-serv,<=50K,Not-in-family,99,Male,United-States,John,Camacho
31216,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,40,Male,United-States,Cathy,Marshall
31217,Never-married,Private,Adm-clerical,<=50K,Own-child,24,Female,United-States,Robert,Dominguez
31218,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,60,Male,United-States,Curtis,Cook
31219,Married-civ-spouse,Private,Sales,>50K.,Husband,40,Male,United-States,Erik,Daniels
31220,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,35,Male,United-States,Travis,Beasley
31221,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K.,Husband,50,Male,United-States,Chad,Holmes
31222,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,40,Male,United-States,Valerie,Mason
31223,Never-married,Private,Other-service,<=50K.,Own-child,20,Female,United-States,Ryan,Andrade
31224,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Michael,Atkinson
31225,Never-married,Private,Adm-clerical,<=50K.,Own-child,10,Female,United-States,Diane,Swanson
31226,Never-married,Private,Sales,<=50K.,Own-child,40,Female,United-States,Virginia,Wood
31227,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K.,Husband,35,Male,United-States,Jeffrey,Thomas
31228,Never-married,Private,Handlers-cleaners,<=50K.,Not-in-family,40,Male,United-States,Kristin,Johnson
31229,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Ashley,Cook
31230,Divorced,Federal-gov,Exec-managerial,<=50K,Unmarried,40,Male,United-States,Nathan,Chang
31231,Married-spouse-absent,Private,Other-service,<=50K,Not-in-family,40,Male,Mexico,Alan,Cantu
31232,Married-civ-spouse,Self-emp-not-inc,Tech-support,<=50K.,Husband,60,Male,United-States,David,Griffith
31233,Never-married,Private,Sales,<=50K.,Own-child,40,Female,United-States,Mercedes,Morrison
31234,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Denise,Tapia
31235,Married-civ-spouse,State-gov,Protective-serv,>50K.,Husband,72,Male,United-States,Ms.,Karen
31236,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,40,Male,United-States,Connor,Perez
31237,Married-civ-spouse,Private,Sales,<=50K.,Husband,60,Male,United-States,Jacob,Colon
31238,Never-married,Private,Craft-repair,<=50K,Own-child,10,Male,United-States,Michael,Paul
31239,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,40,Male,United-States,Ruben,Miller
31240,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,40,Male,United-States,Alex,Hobbs
31241,Married-civ-spouse,Private,Exec-managerial,<=50K,Wife,40,Female,United-States,Lisa,Brown
31242,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,55,Male,United-States,Elizabeth,Carr
31243,Never-married,Private,Handlers-cleaners,<=50K.,Not-in-family,25,Female,United-States,Laura,Myers
31244,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Nicholas,Jones
31245,Married-spouse-absent,Private,Craft-repair,>50K.,Not-in-family,48,Male,Hungary,Debra,Miller
31246,Never-married,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Morgan,Barrera
31247,Divorced,State-gov,Tech-support,<=50K.,Unmarried,10,Female,United-States,Christopher,Watson
31248,Widowed,Private,Other-service,<=50K,Other-relative,19,Female,Philippines,Nancy,Patton
31249,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,40,Male,United-States,Bonnie,Allen
31250,Never-married,Private,Other-service,<=50K.,Not-in-family,45,Male,United-States,Stephanie,Mcdonald
31251,Never-married,Private,Other-service,<=50K.,Not-in-family,40,Male,Puerto-Rico,Kirk,Rodriguez
31252,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K.,Husband,8,Male,United-States,James,Herrera
31253,Never-married,Private,Sales,<=50K,Not-in-family,45,Male,United-States,Pamela,Fowler
31254,Divorced,Local-gov,Craft-repair,<=50K.,Unmarried,40,Male,United-States,Teresa,Atkinson
31255,Married-civ-spouse,Local-gov,Protective-serv,>50K,Husband,40,Male,United-States,Robert,Fowler
31256,Never-married,Local-gov,Adm-clerical,<=50K.,Other-relative,40,Female,United-States,James,Wilkerson
31257,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Sarah,Gibbs
31258,Separated,Private,Prof-specialty,>50K.,Unmarried,45,Female,United-States,Melissa,Martin
31259,Divorced,Self-emp-inc,Sales,>50K,Unmarried,50,Female,United-States,Nichole,Estrada
31260,Divorced,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Lee,Rodgers
31261,Never-married,Federal-gov,Exec-managerial,>50K,Not-in-family,40,Male,United-States,Lauren,Gutierrez
31262,Widowed,State-gov,Adm-clerical,<=50K.,Not-in-family,40,Female,United-States,Scott,Shaw
31263,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,45,Male,United-States,Christopher,Mccoy
31264,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Wife,30,Female,Ecuador,Alexis,Hull
31265,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,45,Male,United-States,Jorge,Moon
31266,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K.,Husband,60,Male,United-States,Katrina,Peters
31267,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,40,Male,United-States,Scott,Bishop
31268,Widowed,Local-gov,Prof-specialty,<=50K.,Unmarried,15,Female,United-States,Kimberly,Smith
31269,Divorced,Federal-gov,Adm-clerical,<=50K,Not-in-family,60,Male,United-States,Ricardo,Larson
31270,Never-married,Private,Exec-managerial,<=50K,Not-in-family,45,Male,United-States,Jesse,Rodriguez
31271,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,50,Male,United-States,Scott,Riddle
31272,Never-married,,,<=50K.,Not-in-family,40,Male,United-States,Gloria,Petersen
31273,Never-married,Private,Exec-managerial,<=50K.,Own-child,35,Male,United-States,Joseph,Walls
31274,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Female,Poland,Anthony,Wood
31275,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,45,Male,United-States,Michele,Pacheco
31276,Divorced,Private,Farming-fishing,<=50K,Not-in-family,40,Male,United-States,Sarah,Peterson
31277,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,40,Female,United-States,Omar,Weaver
31278,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Kristine,Ortega
31279,Widowed,Private,Sales,<=50K,Unmarried,25,Female,United-States,Jill,Jones
31280,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,United-States,Jacqueline,Proctor
31281,Married-civ-spouse,,,>50K.,Husband,20,Male,United-States,Tanya,Griffith
31282,Widowed,?,?,<=50K,Not-in-family,6,Female,United-States,Robert,Murphy
31283,Separated,Private,Machine-op-inspct,<=50K,Unmarried,40,Female,United-States,Shawn,Phillips
31284,Divorced,Private,Sales,<=50K,Not-in-family,60,Male,United-States,Pamela,Booth
31285,Never-married,Private,Prof-specialty,<=50K,Not-in-family,45,Female,Mexico,George,Mcdaniel
31286,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,45,Male,United-States,Nicholas,Cooper
31287,Divorced,Private,Machine-op-inspct,<=50K,Other-relative,40,Female,United-States,Amanda,Morales
31288,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,40,Male,United-States,Jessica,Gutierrez
31289,Never-married,Federal-gov,Exec-managerial,>50K,Not-in-family,56,Male,United-States,Manuel,Burton
31290,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,40,Male,United-States,Angela,Wallace
31291,Never-married,Private,Machine-op-inspct,<=50K.,Own-child,40,Male,United-States,Micheal,Richardson
31292,Divorced,Private,Other-service,<=50K,Unmarried,25,Female,United-States,Theodore,Davidson
31293,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Michael,Powell
31294,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,50,Male,United-States,Shannon,Mcbride
31295,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,72,Male,United-States,Ronald,Simon
31296,Married-civ-spouse,Private,Adm-clerical,<=50K,Wife,20,Female,United-States,Wendy,Estes
31297,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,50,Male,United-States,Joshua,Gates
31298,Never-married,Private,Tech-support,<=50K.,Own-child,30,Male,United-States,Nicole,Zhang
31299,Never-married,?,?,<=50K,Own-child,40,Female,United-States,Amanda,Mayo
31300,Never-married,Private,Exec-managerial,>50K,Not-in-family,45,Male,United-States,Wanda,Burton
31301,Married-civ-spouse,Private,Sales,<=50K.,Husband,45,Male,United-States,Valerie,George
31302,Married-spouse-absent,Private,Exec-managerial,<=50K,Unmarried,35,Female,Puerto-Rico,Zachary,Martinez
31303,Married-civ-spouse,Federal-gov,Exec-managerial,>50K,Wife,40,Female,Philippines,Ryan,Walls
31304,Widowed,Private,Craft-repair,<=50K,Unmarried,40,Male,United-States,Kristina,Douglas
31305,Never-married,Private,Sales,<=50K.,Own-child,20,Female,United-States,Alison,Roth
31306,Never-married,Private,Other-service,<=50K,Own-child,23,Male,United-States,Tom,Bishop
31307,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,50,Male,United-States,Thomas,Allen
31308,Divorced,Local-gov,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Jake,Lopez
31309,Divorced,Private,Sales,<=50K.,Unmarried,50,Male,United-States,Tara,Fisher
31310,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Carrie,Ramos
31311,Never-married,Private,Sales,<=50K,Own-child,20,Female,United-States,Gregory,Price
31312,Divorced,State-gov,Adm-clerical,<=50K.,Unmarried,45,Female,United-States,Becky,Bender
31313,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Husband,40,Male,United-States,Joseph,Forbes
31314,Never-married,?,?,<=50K,Own-child,40,Male,United-States,Cynthia,Todd
31315,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Christopher,Torres
31316,Separated,Private,Tech-support,<=50K.,Unmarried,55,Female,United-States,Samantha,Best
31317,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K,Husband,50,Male,United-States,Peter,Holmes
31318,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,Canada,Mark,Hill
31319,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,48,Male,United-States,Charles,Medina
31320,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,40,Male,United-States,Cheryl,Ellison
31321,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,50,Male,United-States,David,Stevens
31322,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Male,United-States,Shari,Macias
31323,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,50,Male,United-States,Christine,Abbott
31324,Divorced,Private,Handlers-cleaners,<=50K,Not-in-family,16,Male,United-States,Sue,Morris
31325,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,30,Male,Mexico,Brent,Green
31326,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,>50K.,Husband,50,Male,United-States,Jill,Clark
31327,Widowed,Private,Adm-clerical,<=50K.,Not-in-family,28,Female,United-States,Candace,Ray
31328,Never-married,Federal-gov,Adm-clerical,<=50K.,Own-child,40,Male,United-States,Sandy,Moon
31329,Married-civ-spouse,Private,Prof-specialty,>50K,Wife,4,Female,United-States,Amanda,Perry
31330,Never-married,Private,Sales,<=50K,Not-in-family,35,Male,United-States,Julie,Smith
31331,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,42,Male,United-States,Judith,Cox
31332,Never-married,Self-emp-inc,Exec-managerial,<=50K.,Own-child,40,Male,United-States,Linda,Sullivan
31333,Married-spouse-absent,,,<=50K.,Not-in-family,4,Female,India,Richard,Hayes
31334,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,60,Male,United-States,Wayne,Jarvis
31335,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,60,Male,United-States,Ashley,Nash
31336,Separated,Private,Other-service,<=50K.,Unmarried,40,Female,United-States,Lauren,Baird
31337,Married-civ-spouse,Private,Craft-repair,>50K,Husband,52,Male,United-States,Jennifer,Keller
31338,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,50,Male,United-States,Jack,Ford
31339,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Anthony,Gay
31340,Married-civ-spouse,Self-emp-not-inc,Other-service,<=50K,Wife,52,Female,United-States,Lisa,Garcia
31341,Never-married,Private,Other-service,<=50K,Unmarried,28,Female,United-States,Lauren,Rivera
31342,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Heather,Wong
31343,Married-civ-spouse,Local-gov,Transport-moving,>50K.,Husband,40,Male,United-States,Madison,Torres
31344,Never-married,Private,Machine-op-inspct,<=50K,Own-child,20,Male,United-States,Karen,Foster
31345,Never-married,Private,Other-service,<=50K,Own-child,24,Male,United-States,Jamie,Scott
31346,Divorced,Private,Craft-repair,<=50K,Unmarried,40,Male,United-States,Lisa,Perez
31347,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,Mexico,Wendy,Ramirez
31348,Never-married,Private,Other-service,<=50K.,Other-relative,12,Female,El-Salvador,Timothy,Kennedy
31349,Separated,Private,Sales,<=50K.,Unmarried,50,Female,United-States,Katelyn,Vasquez
31350,Widowed,Private,Craft-repair,<=50K,Not-in-family,50,Female,United-States,Veronica,Wilson
31351,Married-civ-spouse,Private,Transport-moving,>50K,Husband,60,Male,United-States,Melinda,Smith
31352,Married-civ-spouse,Local-gov,Adm-clerical,<=50K,Husband,8,Male,United-States,Katherine,Buckley
31353,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,20,Male,United-States,Luke,Sullivan
31354,Never-married,Private,Other-service,<=50K,Not-in-family,30,Male,United-States,Sarah,Hays
31355,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,50,Male,United-States,Maria,Shaw
31356,Married-civ-spouse,Private,Sales,>50K,Husband,55,Male,United-States,Jim,Ford
31357,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Female,United-States,Lisa,Melendez
31358,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,42,Male,United-States,Brenda,Gibson
31359,Never-married,Private,Craft-repair,<=50K.,Not-in-family,45,Male,United-States,Nicholas,Morales
31360,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,10,Male,United-States,Taylor,Sharp
31361,Never-married,Private,Sales,<=50K,Own-child,15,Female,United-States,Deborah,Pitts
31362,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K,Wife,35,Female,United-States,Jason,Krause
31363,Married-civ-spouse,,,<=50K.,Husband,40,Male,United-States,Jason,Bailey
31364,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,United-States,Lindsay,Adams
31365,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Corey,Gibson
31366,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K,Husband,80,Male,United-States,Erik,Bush
31367,Divorced,Private,Craft-repair,<=50K,Unmarried,50,Male,United-States,Jeremy,Bishop
31368,Never-married,Private,Adm-clerical,<=50K,Own-child,30,Male,United-States,Mrs.,Sheila
31369,Divorced,?,?,<=50K,Other-relative,35,Female,United-States,Dana,Arnold
31370,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Stacey,Garrett
31371,Never-married,,,<=50K.,Own-child,20,Female,United-States,Mary,Cohen
31372,Divorced,Private,Adm-clerical,<=50K.,Unmarried,40,Female,United-States,Elijah,Thompson
